Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8	X9	Y9	Flag9	X10	Y10	Flag10	X11	Y11	Flag11	X12	Y12	Flag12	X13	Y13	Flag13	X14	Y14	Flag14	X15	Y15	Flag15	X16	Y16	Flag16	X17	Y17	Flag17	X18	Y18	Flag18	X19	Y19	Flag19	X20	Y20	Flag20	X21	Y21	Flag21	X22	Y22	Flag22	X23	Y23	Flag23	X24	Y24	Flag24	X25	Y25	Flag25	X26	Y26	Flag26	X27	Y27	Flag27	X28	Y28	Flag28	X29	Y29	Flag29	X30	Y30	Flag30	X31	Y31	Flag31	X32	Y32	Flag32	X33	Y33	Flag33	X34	Y34	Flag34	X35	Y35	Flag35	X36	Y36	Flag36	X37	Y37	Flag37	X38	Y38	Flag38	X39	Y39	Flag39	X40	Y40	Flag40	X41	Y41	Flag41	X42	Y42	Flag42	X43	Y43	Flag43	X44	Y44	Flag44	X45	Y45	Flag45	X46	Y46	Flag46	X47	Y47	Flag47	X48	Y48	Flag48	X49	Y49	Flag49	X50	Y50	Flag50	X51	Y51	Flag51	X52	Y52	Flag52	X53	Y53	Flag53	X54	Y54	Flag54	X55	Y55	Flag55	X56	Y56	Flag56	X57	Y57	Flag57	X58	Y58	Flag58	X59	Y59	Flag59	X60	Y60	Flag60	X61	Y61	Flag61	X62	Y62	Flag62	X63	Y63	Flag63	X64	Y64	Flag64	X65	Y65	Flag65	X66	Y66	Flag66	X67	Y67	Flag67	X68	Y68	Flag68	X69	Y69	Flag69	X70	Y70	Flag70	X71	Y71	Flag71	X72	Y72	Flag72	X73	Y73	Flag73	X74	Y74	Flag74	X75	Y75	Flag75
Tracks 1 to 75
52	869.5996	21.173307	 	 	 	 	1236.7174	6.8188405	*	 	 	 	1425.8939	4.1060605	 	1000.0	1.1666666	 	 	 	 	 	 	 	144.0974	22.045454	 	 	 	 	15.433333	21.566668	 	 	 	 	916.9167	22.833334	 	40.134148	33.808945	 	1206.1471	35.931374	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1233.9615	70.0	*	1404.5	47.0	*	 	 	 	1217.9546	57.863636	*	 	 	 	1394.4546	54.363636	*	 	 	 	1403.5	59.5	*	339.2736	50.518867	*	 	 	 	 	 	 	1054.6892	78.01351	*	 	 	 	1257.0	59.07143	 	887.7857	65.64286	 	1010.07574	72.77273	 	1084.6428	65.21429	 	 	 	 	 	 	 	1027.1	71.5	 	345.42856	69.14286	 	983.6429	68.54762	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1267.3182	72.13636	 	151.34071	101.676994	 	 	 	 	 	 	 	 	 	 	 	 	 	321.0	85.5	 	1231.8175	89.29365	 	 	 	 	1210.146	95.942474	 	 	 	 	1403.0294	91.79412	 	 	 	 	1421.9445	112.72222	 	 	 	 	 	 	 	 	 	 	896.7705	115.70773	*	 	 	 	 	 	 	1047.25	111.333336	*	691.43335	119.28667	 	 	 	 	 	 	 
53	869.5625	21.292969	 	 	 	 	1237.2542	7.844262	 	 	 	 	1425.9697	4.378788	 	1001.0	0.8333333	 	 	 	 	 	 	 	144.16667	22.397436	 	 	 	 	15.375	21.625	 	 	 	 	917.2	23.9	 	40.371796	30.448717	 	1206.3125	36.479168	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1233.6818	70.5	*	1404.0	46.5	 	 	 	 	1225.7307	64.03846	*	 	 	 	1395.0333	54.2	*	 	 	 	1403.5	59.5	*	339.55884	48.441177	 	 	 	 	 	 	 	1052.4468	76.489365	*	 	 	 	1256.7222	58.77778	 	887.75	64.5	 	1009.65	73.21	 	1083.8636	65.86364	 	 	 	 	 	 	 	1027.3182	71.13636	 	345.5	70.13636	*	982.4643	69.42857	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1266.7812	72.40625	 	151.46413	102.20403	 	 	 	 	 	 	 	 	 	 	 	 	 	321.3889	84.94444	 	1230.0972	89.458336	 	 	 	 	1210.078	95.92202	 	 	 	 	1403.16	91.36	 	 	 	 	1420.3462	110.166664	 	 	 	 	 	 	 	 	 	 	896.7463	115.455666	 	 	 	 	 	 	 	1046.0758	109.893936	 	691.75	120.18056	 	 	 	 	 	 	 
54	869.5837	21.442966	 	 	 	 	1233.8334	6.8333335	*	 	 	 	1425.7239	5.0074625	 	999.875	0.875	 	 	 	 	 	 	 	144.04878	23.109756	 	 	 	 	15.5	21.136364	 	 	 	 	918.36957	24.586956	 	39.411766	30.955883	*	1206.2344	36.703125	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1233.65	70.9	*	1404.4286	47.07143	*	 	 	 	1226.4286	63.857143	*	 	 	 	1394.55	54.45	 	 	 	 	1406.25	57.75	*	339.4091	48.227272	*	 	 	 	 	 	 	1054.0897	78.67949	*	 	 	 	1256.875	58.75	 	887.6111	65.27778	 	1009.7211	73.15385	 	1083.4231	66.15385	 	 	 	 	 	 	 	1027.5	71.41304	 	346.43332	69.3	*	981.6429	70.042854	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1266.7142	72.89286	 	151.30544	101.920815	 	 	 	 	 	 	 	 	 	 	 	 	 	321.05554	84.94444	 	1230.9667	90.03333	 	 	 	 	1210.0	95.92373	 	 	 	 	1404.14	92.12	 	 	 	 	1420.5667	111.433334	*	 	 	 	 	 	 	 	 	 	894.7059	122.05882	*	 	 	 	 	 	 	1045.8846	110.34615	 	692.1892	121.554054	 	 	 	 	 	 	 
55	869.637	21.544445	 	 	 	 	1232.7727	4.7272725	*	 	 	 	1426.0231	4.4692307	 	1000.5	1.6666666	 	 	 	 	 	 	 	144.20667	22.86	 	 	 	 	15.333333	20.791666	 	 	 	 	917.2647	23.264706	 	38.779278	33.734234	*	1205.75	36.69643	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1233.1774	71.145164	*	1404.3	47.65	 	 	 	 	1226.66	64.14	 	 	 	 	1394.3422	54.710526	 	 	 	 	1404.2	59.7	*	340.0	49.0	*	 	 	 	 	 	 	1054.9	76.153336	*	 	 	 	1256.8529	58.735294	 	 	 	 	1010.4109	72.321785	 	1084.0	68.5	*	 	 	 	 	 	 	1027.3182	70.86364	 	346.6875	69.25	 	982.7632	69.81579	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1267.375	72.208336	 	151.47728	102.3	 	 	 	 	 	 	 	 	 	 	 	 	 	320.8125	85.5	 	1232.0167	90.666664	 	 	 	 	1209.509	96.175674	 	 	 	 	1405.9833	91.71667	*	 	 	 	1422.8334	105.166664	*	 	 	 	 	 	 	 	 	 	897.0	116.23889	*	 	 	 	 	 	 	1047.5	108.5	 	692.7133	122.60667	 	 	 	 	 	 	 
56	869.6661	21.619133	 	 	 	 	1236.6842	6.5657897	 	 	 	 	1426.25	4.328125	 	999.76666	1.1	 	 	 	 	 	 	 	144.12666	21.953333	 	 	 	 	15.891304	20.891304	 	 	 	 	917.4048	23.785715	 	39.539215	33.343136	 	1206.2291	36.625	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1233.0172	71.05173	*	1404.5769	47.115383	*	 	 	 	1226.9546	64.36364	 	 	 	 	1394.6177	54.67647	 	 	 	 	1403.9286	59.642857	*	339.5	48.875	 	 	 	 	 	 	 	1054.4459	78.74324	*	 	 	 	1256.9584	59.375	 	 	 	 	1010.4459	72.02252	 	1085.46	65.26	*	 	 	 	 	 	 	1028.6111	70.27778	 	345.34616	69.11539	 	982.03845	69.53846	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1266.9	72.6	 	151.47223	102.27778	 	 	 	 	 	 	 	 	 	 	 	 	 	321.0	85.72222	 	1230.4056	89.95283	 	 	 	 	1210.0405	95.74324	 	 	 	 	1404.3689	92.63115	 	 	 	 	1421.8158	104.76316	*	 	 	 	 	 	 	 	 	 	896.75	116.075584	 	 	 	 	 	 	 	1046.8572	109.64286	*	693.0658	123.539474	 	 	 	 	 	 	 
57	869.7202	21.702166	 	 	 	 	1235.625	9.125	 	 	 	 	1426.4193	4.225806	 	999.5	1.3235294	 	 	 	 	 	 	 	144.04878	22.45122	 	 	 	 	15.964286	21.428572	 	 	 	 	917.3077	23.384615	 	39.73148	33.916668	 	1206.1316	37.149124	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1232.74	70.86	*	1404.409	47.227272	*	 	 	 	1226.3182	64.36364	 	 	 	 	1394.7778	54.27778	 	 	 	 	1402.5	59.5	*	340.36365	48.31818	 	 	 	 	 	 	 	1053.0862	76.69827	*	 	 	 	1257.0883	58.794117	 	 	 	 	1010.14484	72.07009	 	1083.939	64.79269	 	 	 	 	 	 	 	1028.0	69.75	 	341.0098	71.59804	*	982.1539	69.57692	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1266.8549	72.5	 	151.49544	102.37671	 	 	 	 	 	 	 	 	 	 	 	 	 	321.16666	85.833336	 	1230.3923	89.823074	 	 	 	 	1209.8572	95.52679	 	 	 	 	1403.258	92.435486	 	 	 	 	1422.75	105.0	*	 	 	 	 	 	 	 	 	 	896.6747	116.06626	 	 	 	 	 	 	 	1046.6875	110.3125	 	693.78766	124.22603	 	 	 	 	 	 	 
58	869.8604	22.012367	 	 	 	 	1235.326	7.152174	 	 	 	 	1426.3923	4.0384617	 	1000.0	1.9	 	 	 	 	 	 	 	144.17949	22.064102	 	 	 	 	16.293104	21.534483	 	 	 	 	917.8333	23.97619	 	38.578125	31.328125	 	1206.5	37.134617	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1233.1	70.38	*	1405.75	46.625	 	 	 	 	1227.4375	63.5	 	 	 	 	1395.3148	54.38889	*	 	 	 	1403.5	59.5	*	338.94827	49.568966	*	 	 	 	 	 	 	1053.7	77.11667	*	 	 	 	1257.0294	59.088234	*	 	 	 	1011.1852	70.42593	 	1083.3049	64.597565	 	 	 	 	 	 	 	1027.3334	70.72222	 	346.0	68.25	 	979.9318	70.65909	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1266.8	72.63333	 	151.91841	103.53766	 	 	 	 	 	 	 	 	 	 	 	 	 	321.0625	85.6875	*	1230.7	89.60769	 	 	 	 	1209.8103	95.793106	 	 	 	 	1404.2069	92.24138	 	 	 	 	1423.1364	104.59091	 	 	 	 	 	 	 	 	 	 	896.84357	116.71472	 	 	 	 	 	 	 	1046.6666	110.666664	 	693.6389	125.77778	 	 	 	 	 	 	 
59	869.95966	22.461403	 	 	 	 	1235.473	7.7972975	 	 	 	 	1426.5758	4.030303	 	1000.875	2.875	 	 	 	 	 	 	 	144.2625	22.225	 	 	 	 	15.775862	20.948277	 	 	 	 	917.23334	23.166666	 	39.91228	33.508774	*	1207.4539	38.5	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1232.9	70.8	*	1404.5	47.0	*	 	 	 	1228.1818	63.18182	 	 	 	 	1394.5476	54.690475	 	 	 	 	1408.5	54.0	*	339.1842	49.394737	 	 	 	 	 	 	 	1051.2972	78.72973	*	 	 	 	1256.6333	58.5	 	 	 	 	1010.9815	70.96296	 	1081.3572	65.57143	*	 	 	 	 	 	 	1027.909	70.40909	 	346.1	68.9	 	981.7143	70.17857	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1266.7727	72.65151	 	151.81018	103.06944	 	 	 	 	 	 	 	 	 	 	 	 	 	321.08823	85.617645	 	1230.9193	90.1129	 	 	 	 	1209.7637	95.7	 	 	 	 	1405.2439	91.902435	*	 	 	 	1423.5	105.4375	*	 	 	 	 	 	 	 	 	 	896.4863	117.561646	 	 	 	 	 	 	 	 	 	 	693.3889	127.02778	 	 	 	 	 	 	 
60	869.93835	22.30137	 	 	 	 	1236.159	7.8863635	 	 	 	 	1426.4166	4.25	 	1000.5	2.875	 	 	 	 	 	 	 	144.21794	22.102564	 	 	 	 	16.0	21.25	 	 	 	 	917.78	23.74	 	39.97619	33.557144	 	1207.4667	38.333332	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1232.9	70.8	*	1404.6177	46.794117	*	 	 	 	1228.4048	63.309525	*	 	 	 	1394.6578	54.86842	 	 	 	 	1408.625	54.75	*	339.75	49.75	*	 	 	 	 	 	 	1052.0405	75.96847	*	 	 	 	1257.8	60.166668	 	 	 	 	1011.2238	70.433334	 	1082.5952	65.690475	*	 	 	 	 	 	 	1027.2368	70.3421	 	346.04544	69.59091	 	981.63794	70.155174	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1266.9667	72.666664	 	151.66888	102.63333	 	 	 	 	 	 	 	 	 	 	 	 	 	320.80768	85.80769	 	1230.3788	90.19697	 	 	 	 	1209.792	95.75664	 	 	 	 	1404.3358	92.410446	 	 	 	 	1422.9286	105.78571	 	 	 	 	 	 	 	 	 	 	895.1	118.116	 	 	 	 	 	 	 	 	 	 	693.30597	128.52985	 	 	 	 	 	 	 
Tracks 76 to 150
1	996.76666	112.433334	 	1059.5	110.5	 	353.5	115.5	 	1396.7	116.5	 	820.3333	117.0	 	1340.1842	120.89474	 	986.5	124.0	 	886.0714	123.21429	 	1212.5344	124.32758	 	1414.5682	131.18182	 	541.5	128.90625	 	851.5625	126.375	 	992.2143	128.14285	 	1226.0879	142.12424	 	1309.5454	132.20454	 	1043.7174	134.15218	 	281.06668	138.76666	 	856.6818	140.95454	 	1087.625	141.64285	 	383.2973	141.77026	 	1342.5708	146.13716	 	326.4375	140.625	 	990.625	139.375	 	527.77	144.65	 	1032.1923	143.65384	 	292.47333	146.47333	 	316.2	141.2	 	900.5	146.35715	 	1381.7439	147.57317	 	332.77274	149.77272	 	1072.7314	154.7314	 	304.36365	152.45454	 	1312.01	155.87	 	1392.5	150.375	 	1057.5	156.625	 	346.94446	157.61111	 	1403.6428	162.21428	 	1019.9167	163.5	 	1259.0769	167.82692	 	343.07144	164.72858	 	310.5	166.0	 	1270.5	166.5	 	353.04544	166.45454	 	886.6111	166.90741	 	59.218445	176.22815	 	900.0357	169.82143	 	1353.5	169.5	 	1427.8175	183.99736	 	1214.0746	190.99818	 	221.08537	173.10976	 	340.76086	174.19565	 	355.7857	174.0	 	209.14285	176.71428	 	1034.3	180.9	 	1280.2675	186.56976	 	1064.3623	202.0988	 	1394.25	189.96428	 	1355.9	195.2	 	1254.25	194.5	 	1122.3182	197.13637	 	75.454544	202.47728	 	1272.7778	203.0	 	1115.5	204.5	 	1004.9	208.2	 	875.5	208.5	 	1047.3	211.5	 	1054.0	214.1	 	1134.8527	244.40538	 	1436.2073	218.7439	 	995.7632	217.5	 	164.05556	224.46297	 	1049.375	221.5	 	1276.5	221.5	 	1067.0385	223.34616	 	912.53845	225.07692	 
2	1002.52246	113.56741	*	1059.2142	108.78571	 	353.64285	112.5	*	1395.85	117.3	 	822.5	117.0	*	1340.3572	121.64286	 	986.375	121.375	*	893.75	128.65	*	1212.3334	124.208336	 	1414.5297	130.94444	 	541.543	128.81183	 	850.5714	126.07143	 	993.0217	128.5	*	1226.1633	142.13818	 	1309.4385	131.66924	 	1044.1842	133.60527	 	280.60526	140.86842	*	854.7	135.23334	*	1086.8448	141.78735	 	383.26	142.71333	 	1342.841	147.55302	 	326.7	141.4	 	991.1667	138.9	 	527.9706	144.58824	 	1032.1154	144.1923	 	291.80157	146.75397	 	317.5	141.5	*	907.1	147.3	 	1382.3387	147.14516	 	332.32352	148.79411	 	1072.5492	156.91803	 	305.05554	151.75926	 	1312.1726	156.33186	 	1393.8077	151.11539	 	1056.881	155.88095	 	347.3889	157.16667	*	1403.7	162.0	 	1019.25	163.75	 	1259.0737	168.07378	 	345.03622	165.2971	*	310.79413	165.91176	 	1270.3334	168.16667	 	356.16666	166.16667	*	886.64813	166.87038	 	59.03425	173.54109	 	900.375	169.625	 	1353.6111	169.94444	 	1427.8368	183.70526	 	1214.163	190.68518	 	221.32759	172.56897	 	340.65	174.2	*	357.2143	174.92857	*	207.66667	177.5	 	1034.3	181.7	 	1280.1316	184.42105	 	1064.4166	200.88095	 	1394.7413	190.05173	 	1350.4552	198.78358	*	1258.0428	196.98572	*	1125.3966	199.63792	*	75.209305	201.77907	 	1272.875	203.375	 	1116.25	205.5	 	1004.7857	209.14285	 	876.3	210.0	 	1046.7916	212.375	*	1054.7941	215.85294	*	1134.9452	245.40828	 	1435.909	218.52272	 	995.6667	217.75	 	163.98148	224.2037	 	1048.9546	224.59091	 	1281.5853	224.03659	*	1067.5	224.0	 	912.4	224.7	 
3	996.0714	113.11905	*	 	 	 	 	 	 	1396.0172	117.25862	 	820.6	116.45	 	1340.8611	121.138885	 	986.2	122.1	*	894.2692	127.84615	*	1212.375	124.125	 	1414.646	131.23723	 	541.9796	128.64285	 	850.63635	126.63636	*	993.9167	129.0	 	1226.5273	141.1448	 	1309.4077	131.77692	 	1043.94	133.86	 	280.56668	140.9	*	855.75	137.58333	 	1085.7446	140.52127	 	382.59232	142.7	 	1342.7635	147.65504	 	326.77777	141.27777	*	991.2143	138.35715	 	527.90564	144.51888	 	1032.2142	143.5	 	292.0224	146.75374	 	316.0	141.3	 	901.5	147.07143	 	1381.9584	147.58333	*	332.3125	148.9375	*	1072.7627	156.27118	 	305.16666	151.86111	 	1312.1395	154.75581	 	1393.3	151.16667	*	1057.3182	157.59091	*	346.5	157.0238	*	1403.5	160.5	 	1019.0789	162.92105	 	1259.3793	168.58621	 	347.8125	165.30208	*	310.13635	165.68182	 	1270.5	166.5	 	354.1	173.7	*	886.63043	167.10869	 	59.136364	176.25	*	899.9595	170.09459	 	 	 	 	1428.0131	183.98691	 	1214.5896	189.66206	 	221.19444	173.55556	 	 	 	 	358.33334	176.33333	*	209.44444	177.38889	 	1034.5	182.5	*	1283.3572	188.5	*	1064.7954	201.15909	 	1394.5312	189.40625	 	1351.7878	200.18182	 	1260.8893	193.79771	 	1123.0	197.5	 	75.51316	200.89473	 	1273.2693	203.46153	 	1117.1666	206.03334	*	1005.2778	209.55556	 	876.3889	209.94444	 	1050.9667	214.2111	*	1048.9286	221.85715	*	1135.0383	244.69257	 	1435.8462	218.96153	 	996.13635	217.63637	 	163.8077	222.34616	 	 	 	 	1282.0333	227.06667	 	1065.0161	228.69354	*	912.4643	224.60715	 
4	1003.25	113.16964	*	 	 	 	 	 	 	1395.1923	117.03846	 	821.5	116.5	 	1341.4642	120.71429	 	986.6667	122.27778	*	894.12964	126.87037	*	1212.8	124.2	 	1414.7826	131.1884	 	542.1238	128.11386	 	850.7593	125.42593	 	992.1923	128.88461	*	1226.6147	140.27596	 	1309.3718	130.66667	 	1043.5968	131.53226	 	281.27142	138.27142	*	855.8077	138.70512	 	1087.2195	141.5	*	382.5	142.61476	 	1342.9814	148.41852	 	326.67648	140.32353	 	990.3889	138.27777	*	527.6389	144.27777	 	1032.2	143.8	 	291.66455	146.27216	 	317.0	141.5	*	902.1667	147.33333	 	1381.8103	147.05173	*	333.0	150.58333	 	1072.5336	155.2731	 	306.10715	151.35715	 	1312.0309	154.90741	 	1393.4445	150.83333	*	1057.3	155.1	*	345.55264	156.28947	*	1403.625	162.375	 	1019.9545	162.77272	 	1259.0585	168.88962	*	346.05554	165.2284	*	310.1	166.7	 	1270.5	167.0	*	351.875	173.75	*	886.6053	167.1842	 	59.68182	173.07576	 	900.5	169.53847	 	 	 	 	1427.9188	184.21727	 	1214.2891	190.54364	 	220.56667	173.16667	 	 	 	 	356.72223	174.33333	 	208.0	177.75	 	 	 	 	1280.22	184.36667	*	1064.9941	200.91176	 	1394.5667	189.96666	 	1350.9562	199.69298	 	1257.5938	196.0625	 	1122.8077	198.11539	*	75.52631	201.86842	 	1272.8	204.0	 	1116.3	206.0	 	1005.96155	209.42308	 	876.3571	208.07143	 	1052.3695	213.80435	*	1047.6428	221.64285	*	1135.3253	245.50436	 	1435.7354	218.85294	 	996.1818	217.40909	 	163.34616	222.34616	*	 	 	 	1282.1792	225.19812	 	1062.25	232.5	*	912.6724	224.98276	 
5	1003.85156	112.59375	 	 	 	 	 	 	 	1394.909	117.22727	 	820.4	116.8	 	1342.4048	118.54762	 	985.96155	122.57692	*	894.3	126.6	 	1212.5667	124.36667	 	1414.8556	130.99629	 	541.86633	128.06436	 	849.9	124.5	 	993.11536	128.03847	*	1226.2848	141.4367	 	1309.3833	131.7	 	1043.8334	131.27777	 	280.8125	140.25	*	854.8	134.63333	 	1086.3414	140.90244	*	380.61267	142.37325	 	1342.8383	147.80882	 	326.16666	139.94444	*	990.25	138.16667	*	527.9623	143.8868	 	1032.3889	142.72223	 	291.79507	146.17213	 	 	 	 	904.5	147.5	 	1381.4656	147.32759	*	332.83334	150.07143	 	1072.8882	154.61765	 	306.19565	151.54347	 	1312.5	150.0	 	1391.875	150.25	*	1055.1428	152.07143	*	348.57693	157.03847	*	 	 	 	1019.8333	162.16667	 	1259.0797	167.57246	 	347.29797	165.38889	*	 	 	 	1270.3572	167.21428	*	356.95456	174.95454	*	887.35	167.3	 	60.0	173.625	*	900.44446	169.83333	 	 	 	 	1427.8989	183.88298	 	1214.575	189.64642	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1280.6212	184.9697	 	1065.4028	201.60857	 	1394.3518	189.94444	 	1350.5222	201.7	*	1261.3823	199.02942	 	1123.0	197.25	*	75.8375	201.8625	 	1273.0	202.71428	 	1116.5	205.5	*	1005.88464	210.1923	 	876.3333	209.33333	 	 	 	 	 	 	 	1135.2477	245.94545	 	1435.3148	218.7963	 	996.3889	218.72223	 	163.17647	220.23529	*	 	 	 	1282.3438	226.96875	 	1062.5	232.5	 	912.3889	224.31482	 
6	1010.3571	110.85714	 	 	 	 	 	 	 	1396.0264	116.97369	 	820.6429	116.64286	 	1342.2059	118.617645	 	986.1667	122.666664	*	894.3889	126.333336	 	1212.1562	124.03125	 	1414.6119	131.42308	 	542.0143	128.24286	 	850.1	124.65	 	992.5	128.5	*	1226.3	141.95	 	1309.0428	131.4	 	1043.5625	131.625	 	281.42856	140.57143	*	855.625	136.59375	 	1087.6034	141.82759	 	380.41666	141.66667	 	1342.6947	145.98672	 	326.44116	140.44118	 	990.0	138.5	 	527.95874	143.78441	 	 	 	 	291.83334	146.25757	 	 	 	 	 	 	 	1382.2142	148.14285	*	333.08334	150.25	 	1072.6964	154.55357	 	304.6	152.55	 	1312.0555	154.34445	 	1391.1	149.9	*	1057.4	155.6	 	348.41177	157.5	*	 	 	 	1019.8333	162.83333	 	1259.3983	167.09322	 	347.75842	165.6573	*	 	 	 	 	 	 	355.16666	174.3	 	887.6429	168.40475	 	59.510868	176.45653	*	899.9103	169.39743	 	 	 	 	1427.8315	184.12032	 	1214.6091	189.32042	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1280.0	188.0	 	1065.3842	201.07368	 	1394.1428	189.92857	 	1349.934	201.12263	*	1261.0883	199.38235	*	1122.8636	197.22728	*	75.384056	202.61594	 	1272.9286	202.71428	 	1116.3	205.2	 	1005.8333	210.25	 	876.3333	209.66667	 	 	 	 	 	 	 	1135.1417	245.15935	 	1435.6072	218.67857	 	996.3182	218.86363	 	164.11539	223.46153	 	 	 	 	1282.8529	227.32353	 	1063.7727	232.31818	*	911.75714	223.87143	 
7	1002.9103	113.44017	*	 	 	 	 	 	 	1396.7273	116.954544	 	820.8333	117.23333	*	1342.5769	118.88461	 	986.3	119.9	 	894.3387	126.048386	 	1212.3	124.82	 	1414.8566	130.83333	 	542.1667	127.39524	 	852.6875	130.4375	*	992.6	129.1	*	1226.1608	142.40643	 	1308.7954	130.42046	 	1044.3125	132.0625	 	281.3	138.82	*	 	 	 	1090.4048	143.9762	*	380.66177	142.20589	*	1342.9084	147.87325	 	326.7857	140.64285	*	991.0	138.1	*	527.3615	143.96153	 	 	 	 	291.41428	146.52856	 	 	 	 	 	 	 	1382.1552	147.91379	*	331.63043	149.63043	 	1072.8966	154.43965	 	304.34445	152.1	 	1312.1274	155.56863	 	1393.3462	151.1923	 	1055.7858	152.11905	 	346.4187	163.28862	*	 	 	 	1019.7	162.2	 	1258.8733	168.92667	 	 	 	 	 	 	 	 	 	 	 	 	 	887.32355	167.91176	 	60.47468	174.17088	 	900.56665	168.86667	 	 	 	 	1427.9246	184.43855	 	1214.5767	189.5209	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1280.1857	185.07143	 	1064.8313	199.58125	 	1394.3438	189.96875	 	1350.1102	198.78813	 	1262.0555	198.83333	*	1124.2354	200.26471	*	75.942856	202.44286	 	1273.3695	202.97826	*	1115.9667	205.7	 	1005.7	210.6	 	877.3	210.6	 	 	 	 	 	 	 	1135.0831	245.69362	 	1434.921	219.42105	 	998.375	218.875	 	163.71428	222.85715	 	 	 	 	1282.3462	226.6923	 	1062.591	232.04546	*	911.8947	223.57895	 
8	1002.9034	113.12185	 	 	 	 	 	 	 	1396.0	117.166664	 	822.2273	117.86364	 	1342.2	117.3	 	986.3571	121.78571	*	894.7	125.85	 	1212.4259	124.01852	 	1414.8235	130.5	 	541.4406	126.58911	 	852.88464	125.96154	 	992.63336	128.5	*	1226.6519	140.5157	 	1308.8513	131.24324	 	1043.8704	131.53703	 	280.63043	140.97826	*	 	 	 	1087.9073	141.64815	*	378.61957	142.15218	*	1342.5859	145.23438	 	326.57144	140.64285	 	 	 	 	526.96844	143.70721	 	 	 	 	291.85135	146.36487	 	 	 	 	 	 	 	1381.7174	147.76086	 	331.79413	148.67647	*	1072.2944	154.8271	 	305.23077	151.84616	 	1311.9255	154.89362	 	1393.8077	151.11539	 	1056.3	155.3	*	343.79114	161.79114	 	 	 	 	1019.25	163.58333	 	1258.5952	168.7619	 	 	 	 	 	 	 	 	 	 	 	 	 	886.5714	166.92857	 	59.633335	174.45555	*	900.1667	168.34848	 	 	 	 	1427.9619	184.26631	 	1214.4408	189.30371	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1280.4333	186.75555	 	1064.6418	198.15672	 	1394.3572	189.9762	 	1350.675	196.69167	*	1260.2693	198.34616	*	1123.8226	199.95161	*	75.328125	202.04688	 	1273.4524	202.83333	 	1121.8823	209.32353	*	1005.7727	211.13637	 	877.3	209.8	 	 	 	 	 	 	 	1135.0033	245.25497	 	1435.3572	220.04286	 	997.5714	218.85715	 	163.5	221.5	 	 	 	 	1282.0834	225.80556	 	1064.5	232.875	*	911.9211	223.8158	 
