X	Y
372	56.1929
373	56.0965
374	55.9440
375	55.9502
376	56.0021
377	55.9979
378	55.8973
379	55.9554
380	56.1328
381	55.8963
382	55.9149
383	55.7417
384	55.7386
385	55.5788
386	55.5197
387	55.3257
388	54.9990
389	54.8278
390	54.4398
391	54.0405
392	53.5830
393	52.9492
394	52.3371
395	51.8548
396	51.2521
397	50.6566
398	49.9886
399	49.2552
400	48.4170
401	47.4917
402	46.6338
403	45.8589
404	44.8548
405	44.0477
406	43.0332
407	42.1691
408	41.4544
409	40.3849
410	39.4855
411	38.7396
412	38.1317
413	37.3797
414	36.8776
415	36.2334
416	35.6909
417	35.1784
418	34.6826
419	34.4367
420	33.9761
421	33.4689
422	33.2822
423	32.9627
424	32.8081
425	32.8444
426	32.7614
427	32.7230
428	32.5083
429	32.3517
430	32.3641
431	32.2946
432	32.2220
433	32.1380
434	32.2863
435	32.2127
436	32.2614
437	32.3320
438	32.3330
439	32.4243
440	32.4378
441	32.4388
442	32.4160
443	32.4585
444	32.3548
445	32.3029
446	32.3133
447	32.1784
448	32.3579
449	32.2542
450	32.2458
451	32.3693
452	32.2925
453	32.4077
454	32.3651
455	32.4388
456	32.4865
457	32.5207
458	32.5840
459	32.4419
460	32.5322
461	32.4398
462	32.5768
463	32.5622
464	32.7189
465	32.8382
466	32.8973
467	32.9398
468	32.8382
469	33.0892
470	33.1618
471	33.0073
472	33.1266
473	33.2687
474	33.4637
475	33.6214
476	33.7064
477	33.9647
478	34.1369
479	34.1992
480	34.3786
481	34.5654
482	34.8444
483	35.0633
484	35.2894
485	35.3828
486	35.3382
487	35.4388
488	35.5270
489	35.7822
490	35.7490
491	35.6359
492	35.7656
493	35.7977
494	35.6400
495	35.6763
496	35.7002
497	35.6598
498	35.4730
499	35.4554
500	35.3952
501	35.2033
502	34.9865
503	34.9108
504	34.8392
505	34.7469
506	34.8485
507	34.9917
508	35.0820
509	35.2977
510	35.4813
511	35.7510
512	36.0633
513	36.5114
514	36.9471
515	37.6297
516	38.0851
517	38.7988
518	39.7251
519	40.5685
520	41.5042
521	42.3662
522	43.3869
523	44.4388
524	45.3247
525	46.1836
526	47.1784
527	47.9772
528	48.8786
529	49.6473
530	50.3465
531	51.0456
532	51.6680
533	52.2199
534	52.7054
535	53.0456
536	53.2967
537	53.5716
538	53.9274
539	54.2064
540	54.1483
541	54.1919
542	54.2521
543	54.1971
544	54.1846
545	54.2822
546	54.0716
547	53.9015
548	53.8174
549	53.8060
550	53.6774
551	53.4160
552	53.4160
553	53.2863
554	53.2106
555	53.3402
556	53.4295
557	53.5000
558	53.5747
559	53.7998
560	53.7801
561	53.7230
562	53.8226
563	53.9336
564	54.1535
565	54.3890
566	54.5633
567	54.7106
568	55.0166
569	55.3081
570	55.4398
571	55.5114
572	55.4761
573	55.7272
574	55.6380
575	55.6981
576	55.8122
577	55.7707
578	55.9481
579	55.9533
580	55.9015
581	55.8859
582	55.7407
583	55.8081
584	55.9263
585	55.8392
586	56.0187
587	56.0571
588	55.8029
589	55.7500
590	55.3911
591	55.2998
592	55.1245
593	55.4191
594	55.4575
595	55.4357
596	55.4896
597	55.4730
598	55.5104
599	55.3434
600	55.4429
601	55.5809
602	55.5322
603	55.4492
604	55.5726
605	55.5508
606	55.6245
607	55.5301
608	55.6992
609	55.6120
610	55.7604
611	55.8537
612	55.9201
613	55.8434
614	56.0405
615	56.2064
616	56.1483
617	56.1328
618	56.0187
619	55.9793
620	55.7583
621	55.5757
622	55.4326
623	55.4253
624	55.3050
625	54.9865
626	54.8071
627	54.5861
628	54.2894
629	53.8537
630	53.3921
631	52.9876
632	52.3164
633	51.4129
634	50.9108
635	50.2666
636	49.5270
637	48.9523
638	48.1701
639	47.2583
640	46.3071
641	45.3392
642	44.5197
643	43.5996
644	42.7479
645	42.0083
646	41.0882
647	40.1898
648	39.5218
649	38.8983
650	38.1307
651	37.4627
652	36.7822
653	36.2230
654	35.7002
655	35.3340
656	34.9461
657	34.5488
658	34.2137
659	33.8579
660	33.5799
661	33.5954
662	33.2614
663	33.2137
664	33.1857
665	33.1878
666	33.1598
667	33.1421
668	33.0965
669	33.0581
670	33.0508
671	33.1203
672	33.0840
673	33.0467
674	33.0176
675	32.9025
676	32.8568
677	32.9243
678	32.9232
679	32.9616
680	33.0031
681	32.8558
682	32.9212
683	33.0311
684	32.7853
685	32.9295
686	33.0539
687	32.9284
688	32.7780
689	32.9046
690	32.8828
691	32.8122
692	32.8817
693	32.8568
694	32.7811
695	32.8880
696	32.8880
697	33.0768
698	33.1400
699	33.0581
700	33.2033
701	33.2241
702	33.2645
703	33.3869
704	33.2469
705	33.3299
706	33.2293
707	33.2832
708	33.2386
709	33.2967
710	33.4326
711	33.4834
712	33.5228
713	33.5124
714	33.6224
715	33.8164
716	33.9782
717	33.9429
718	34.1494
719	34.3091
720	34.3527
721	34.4689
722	34.4429
723	34.5342
724	34.7438
725	34.6784
726	34.8454
727	34.9627
728	34.9336
729	35.0602
730	35.0031
731	35.0747
732	35.1328
733	34.9160
734	34.9409
735	34.9295
736	34.9990
737	34.6846
738	34.7376
739	34.8008
740	34.8859
741	34.8568
742	34.7064
743	34.7272
744	34.8039
745	34.7894
746	34.8662
747	35.0809
748	35.3734
749	35.7490
750	36.1234
751	36.5882
752	37.1504
753	37.6349
754	38.2510
755	38.9512
756	39.7365
757	40.4896
758	41.3838
759	42.1556
760	42.9336
761	43.8309
762	44.7261
763	45.6608
764	46.4295
765	47.3465
766	48.2158
767	48.8942
768	49.4305
769	50.3309
770	50.8568
771	51.2842
772	51.7344
773	52.3558
774	52.6680
775	52.8932
776	53.1691
777	53.2894
778	53.3475
779	53.3361
780	53.4098
781	53.2479
782	53.0342
783	52.8983
784	52.8029
785	52.7023
786	52.5923
787	52.4907
788	52.2127
789	52.0176
790	51.9004
791	51.8434
792	51.7438
793	51.7593
794	51.8071
795	51.7573
796	51.8485
797	51.8994
798	52.0581
799	52.3268
800	52.4212
801	52.6317
802	52.7510
803	52.9098
804	53.2168
805	53.4367
806	53.6193
807	53.8288
808	54.1629
809	54.4388
810	54.7023
811	54.8008
812	54.7822
813	54.7832
814	54.8797
815	54.7012
816	54.6691
817	54.7531
818	54.6753
819	54.6172
820	54.5311
821	54.4772
822	54.6722
823	54.6649
824	54.6608
825	54.6919
826	54.6774
827	54.7220
828	54.9813
829	54.7573
830	54.8651
831	54.9658
832	55.0104
833	55.1338
834	55.1598
835	55.3548
836	55.5519
837	55.4388
838	55.4689
839	55.4741
840	55.5664
841	55.5114
842	55.4948
843	55.6359
844	55.6504
845	55.6660
846	55.8485
847	55.8257
848	55.8994
849	56.0322
850	55.9606
851	56.0508
852	55.9896
853	56.0871
854	56.2282
855	56.1691
856	56.2458
857	56.1027
858	55.9170
859	55.7967
860	55.5415
861	55.3205
862	55.1027
863	54.8568
864	54.4419
865	53.9357
866	53.4035
867	52.9212
868	52.4253
869	51.7977
870	51.1141
871	50.5207
872	49.7801
873	49.0353
874	48.3620
875	47.5052
876	46.6079
877	45.5851
878	44.8434
879	44.0602
880	43.3205
881	42.3423
882	41.4876
883	40.6805
884	39.9139
885	39.0415
886	38.2573
887	37.7376
888	36.9710
889	36.3268
890	35.6753
891	35.1701
892	34.7282
893	34.6981
894	34.1846
895	33.7531
896	33.3164
897	33.2064
898	33.0342
899	32.8921
900	32.8205
901	32.8703
902	32.7604
903	32.6017
904	32.6266
905	32.5902
906	32.5716
907	32.6110
908	32.6037
909	32.6400
910	32.5965
911	32.7044
912	32.5913
913	32.5985
914	32.7801
915	32.6566
916	32.8112
917	32.8299
918	32.9793
919	32.9409
920	33.0415
921	33.0519
922	33.0114
923	33.1618
924	33.1494
925	33.2293
926	33.3195
927	33.2199
928	33.3880
929	33.4015
930	33.3112
931	33.3330
932	33.3983
933	33.5353
934	33.4492
935	33.4035
936	33.3008
937	33.3102
938	33.2438
939	33.3475
940	33.2147
941	33.1961
942	33.1815
943	33.1836
944	33.1452
945	33.2500
946	33.3216
947	33.0104
948	33.1535
949	33.1598
950	33.2334
951	33.2842
952	33.3185
953	33.3288
954	33.2687
955	33.4004
956	33.3382
957	33.4979
958	33.6214
959	33.6763
960	33.5830
961	33.7002
962	33.7490
963	33.7116
964	33.7728
965	33.6929
966	33.8060
967	33.7656
968	33.6722
969	33.7251
970	33.6971
971	33.9305
972	33.9689
973	33.8579
974	33.7759
975	33.8797
976	33.7344
977	33.9056
978	34.0405
979	34.2500
980	34.3714
981	34.5467
982	34.6950
983	35.1369
984	35.4492
985	35.6743
986	36.0778
987	36.5871
988	37.0902
989	37.7396
990	38.2759
991	39.0166
992	39.5851
993	40.4896
994	41.2988
995	42.1183
996	42.9118
997	43.7220
998	44.4305
999	45.2822
1000	46.1328
1001	47.0612
1002	47.9295
1003	48.5820
1004	49.4658
1005	50.2666
1006	50.9461
1007	51.6629
1008	52.1027
1009	52.8786
1010	53.2676
1011	53.6784
1012	54.0913
1013	54.3413
1014	54.6940
1015	54.9575
1016	54.7272
1017	54.7749
1018	54.6255
1019	54.3880
1020	54.1815
1021	53.8838
1022	53.6608
1023	53.3496
1024	53.1317
1025	53.0218
1026	52.7365
1027	52.3444
1028	52.1463
1029	52.0166
1030	51.8911
1031	51.6795
1032	51.5467
1033	51.6307
1034	51.5529
1035	51.5985
1036	51.6649
1037	51.7552
1038	51.8517
1039	51.9108
1040	52.3537
1041	52.5073
1042	52.5342
1043	52.8734
1044	52.8257
1045	53.0612
1046	53.1857
1047	53.2967
1048	53.5239
1049	53.3724
1050	53.4004
1051	53.6162
1052	53.5820
1053	53.6888
1054	53.7749
1055	53.8817
1056	53.6598
1057	53.5062
1058	53.4689
1059	53.4326
1060	53.5228
1061	53.7427
1062	53.8164
1063	53.8527
1064	54.1961
1065	54.4751
1066	54.6286
1067	54.6515
1068	54.8019
1069	54.6297
1070	54.5176
1071	54.3568
1072	54.0270
1073	53.9481
1074	53.9678
1075	54.2759
1076	54.2199
1077	54.3745
1078	54.4772
1079	54.5768
1080	54.6732
1081	54.8039
1082	54.8434
1083	54.8102
1084	54.6100
1085	54.3019
1086	54.0000
1087	53.6929
1088	53.3154
1089	53.1203
1090	52.6141
1091	52.5124
1092	52.4170
1093	52.1826
1094	52.0290
1095	52.0892
1096	52.3278
1097	52.5187
1098	52.6338
1099	52.5280
1100	52.1846
1101	51.9948
1102	51.6369
1103	51.1743
1104	50.6878
1105	50.1120
1106	49.4440
1107	48.9315
1108	48.6432
1109	48.2438
1110	47.9160
1111	47.5176
1112	47.0322
1113	46.4326
1114	45.6919
1115	44.7946
1116	43.9948
1117	43.1089
1118	42.3506
1119	41.5975
1120	40.7085
1121	39.7635
1122	38.9710
1123	38.3174
1124	37.6245
1125	36.8413
1126	36.1079
1127	35.6857
1128	35.0892
1129	34.4948
1130	34.1349
1131	33.6307
1132	33.4782
1133	33.1494
1134	32.9170
1135	32.6037
1136	32.5124
1137	32.4108
1138	32.3154
1139	32.3102
1140	32.3662
1141	32.3216
1142	32.4429
1143	32.4139
1144	32.5239
1145	32.5882
1146	32.4865
1147	32.6950
1148	32.7044
1149	32.7490
1150	32.8351
1151	32.8600
1152	32.8672
1153	32.9419
1154	33.1203
1155	33.1992
1156	33.3257
1157	33.3278
1158	33.4741
1159	33.5301
1160	33.6670
1161	33.6017
1162	33.6940
1163	33.8786
1164	33.8102
1165	33.9222
1166	33.9087
1167	33.9896
1168	33.9326
1169	33.8745
1170	33.7199
1171	33.6857
1172	33.7127
1173	33.5529
1174	33.4461
1175	33.2832
1176	33.1639
1177	33.0135
1178	32.9948
1179	32.8734
1180	32.7376
1181	32.5643
1182	32.6369
1183	32.4585
1184	32.6079
1185	32.4046
1186	32.4606
1187	32.5612
1188	32.5010
1189	32.5861
1190	32.6079
1191	32.5539
1192	32.8600
1193	32.8071
1194	32.7583
1195	32.8413
1196	32.7666
1197	32.8973
1198	33.0332
1199	32.9876
1200	33.1494
1201	33.0560
1202	33.1141
1203	32.9969
1204	33.1369
1205	33.1380
1206	33.1380
1207	33.1120
1208	33.1079
1209	33.2147
1210	33.2116
1211	33.1193
1212	33.4274
1213	33.5809
1214	33.7127
1215	33.8921
1216	34.2624
1217	34.3444
1218	34.7510
1219	35.1131
1220	35.5539
1221	35.9232
1222	36.4440
1223	37.0000
1224	37.7075
1225	38.2749
1226	39.0166
1227	39.7168
1228	40.3734
1229	41.2220
1230	42.0083
1231	42.8361
1232	43.4658
1233	44.3309
1234	44.9326
1235	45.7739
1236	46.5581
1237	47.2220
1238	48.0446
1239	48.8423
1240	49.5436
1241	50.3060
1242	50.8973
1243	51.5197
1244	52.3133
1245	52.8828
1246	53.4429
1247	54.1566
1248	54.5934
1249	54.7573
1250	54.9637
1251	55.2593
1252	55.2127
1253	55.1639
1254	55.3662
1255	55.3268
1256	55.0830
1257	54.9263
1258	54.9212
1259	54.5892
1260	54.4046
1261	54.2189
1262	54.0923
1263	53.9689
1264	53.7137
1265	53.4222
1266	53.1473
1267	52.9938
1268	52.8838
1269	52.7614
1270	52.5643
1271	52.6172
1272	52.8081
1273	52.9295
1274	53.1037
1275	53.1898
1276	53.3102
1277	53.3921
1278	53.5062
1279	53.7573
1280	53.8496
1281	54.1556
1282	54.2645
1283	54.5021
1284	54.7210
1285	54.5840
1286	54.6546
1287	54.7759
1288	54.8890
1289	54.9969
1290	55.0550
1291	55.1556
1292	55.1100
1293	55.3506
1294	55.4274
1295	55.6141
1296	55.7033
1297	55.8434
1298	55.7376
1299	56.0654
1300	56.3309
1301	56.4388
1302	56.5871
1303	56.7542
1304	56.9502
1305	57.0124
1306	57.2967
1307	57.4108
1308	57.6546
1309	57.9595
1310	58.1701
1311	58.4180
1312	58.6660
1313	58.7147
1314	59.0809
1315	59.0384
1316	59.1805
1317	59.3485
1318	59.3112
1319	59.4388
1320	59.5073
1321	59.5664
1322	59.5259
1323	59.6245
1324	59.7064
1325	59.7438
1326	59.7490
1327	59.5270
1328	59.2946
1329	58.9315
1330	58.4689
1331	58.3081
1332	57.7687
1333	57.5280
1334	57.0042
1335	56.5156
1336	55.8309
1337	55.4409
1338	55.0259
1339	54.4585
1340	54.0384
1341	53.5353
1342	52.7521
1343	52.4450
1344	51.9046
1345	51.1328
1346	50.5633
1347	49.8994
1348	49.0695
1349	48.1867
1350	47.4917
1351	46.8807
1352	46.0882
1353	45.4004
1354	44.6183
1355	43.8154
1356	43.0073
1357	42.3309
1358	41.6577
1359	40.7822
1360	39.9523
1361	39.3039
1362	38.5384
1363	37.8371
1364	37.2894
1365	36.6276
1366	36.0840
1367	35.4730
1368	35.0135
1369	34.5311
1370	34.4066
1371	34.1349
1372	33.7210
1373	33.5394
1374	33.2925
1375	33.1214
1376	32.9855
1377	32.8724
1378	32.7334
1379	32.5923
1380	32.6079
1381	32.7988
1382	32.7469
1383	32.8029
1384	32.8942
1385	32.8164
