Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8	X9	Y9	Flag9	X10	Y10	Flag10	X11	Y11	Flag11	X12	Y12	Flag12	X13	Y13	Flag13	X14	Y14	Flag14	X15	Y15	Flag15	X16	Y16	Flag16	X17	Y17	Flag17
Tracks 1 to 17
128	265.83957	82.32904	 	1235.61	120.590614	 	380.02045	145.65613	 	769.7041	159.67143	 	495.1107	183.64885	 	1018.96155	222.93813	 	420.93234	350.52255	 	1091.2705	373.10657	 	891.4755	396.09592	 	110.55842	405.32474	 	1234.2906	560.6875	 	51.955696	563.37024	 	621.53705	700.2074	 	1436.9623	817.6698	 	789.86224	967.46606	 	497.10074	1063.478	 	860.7913	1075.7284	 
129	266.39426	82.35747	 	1235.6375	120.64687	 	380.01492	145.69403	 	769.89594	159.84285	 	495.66602	183.7332	 	1019.09595	222.87038	 	421.41046	350.49628	 	1091.5392	372.96405	 	891.2967	396.1805	 	110.46516	405.67422	 	1234.4009	560.8814	 	52.278133	563.5225	 	621.3346	700.5338	 	1437.1123	817.40814	 	790.12964	967.6	 	497.2963	1063.7667	 	860.996	1075.788	 
130	266.21005	82.248856	 	1235.7585	120.97352	 	380.3272	145.79044	 	769.97156	160.02032	 	495.4961	183.85156	 	1019.5404	222.99158	 	421.47754	350.5674	 	1091.4772	373.05884	 	891.8033	396.58606	 	110.40625	405.8368	 	1233.9568	561.1049	 	51.883385	563.91534	 	621.51843	700.71405	 	1437.1915	817.4787	 	789.9812	967.9436	 	497.34927	1063.375	 	860.9034	1076.0126	 
131	266.11343	82.49074	 	1235.7493	121.13091	 	380.14685	145.38477	 	769.98376	160.24797	 	495.38715	183.63618	 	1019.4833	222.69733	 	421.23685	350.66165	 	1091.5254	373.06827	 	892.09753	396.60162	 	110.35664	405.68182	 	1234.2523	560.91693	 	51.76923	563.59296	 	621.2823	700.4594	 	1437.1771	817.3333	 	789.94116	967.7353	 	497.49255	1063.0576	 	860.6626	1075.8008	 
132	266.2903	82.40784	 	1236.1301	121.2116	 	380.2276	145.85822	 	770.06067	160.97281	 	495.23517	184.09683	 	1019.6438	222.93478	 	421.54462	351.07248	 	1091.5033	373.3787	 	892.27313	396.81934	 	110.80137	406.22946	 	1234.5421	561.2651	 	51.799034	563.7283	 	621.3922	700.6933	 	1437.264	817.76965	 	790.0038	967.9135	 	497.36246	1063.0278	 	860.9677	1075.9436	 
133	265.9133	82.699524	 	1235.779	121.07994	 	380.2372	145.62773	 	770.29834	160.89076	 	495.35602	183.68677	 	1019.83777	222.7616	 	421.3097	351.39926	 	1091.4049	373.27377	 	892.3299	396.79462	 	111.02219	406.2406	 	1234.3893	561.42615	 	51.656864	563.70264	 	621.3769	700.78357	 	1437.1041	818.09375	 	789.86163	967.9059	 	497.10226	1062.9697	 	861.19916	1075.9634	 
134	265.75296	82.559105	 	1235.6447	120.91538	 	380.21112	145.68889	 	770.39075	160.85294	 	494.91177	183.90392	 	1019.95	222.41	 	421.31274	351.3764	 	1091.3241	373.2622	 	892.2085	396.2773	 	110.76117	406.34537	 	1234.3102	561.1566	 	51.737625	563.5957	 	621.31274	700.5861	 	1437.0938	817.8958	 	789.8806	967.9403	 	497.44797	1062.8904	 	860.8333	1075.874	 
135	265.85916	82.676056	 	1235.4464	121.09937	 	380.1007	145.47482	 	770.3458	160.78334	 	494.9664	184.00198	 	1019.7119	222.33775	 	421.08554	351.10455	 	1091.2177	373.4103	 	892.2037	396.3642	 	110.675674	406.2196	 	1234.3013	561.0505	 	51.686886	563.66394	 	621.3007	700.48157	 	1437.1774	817.8011	 	789.9351	968.1832	 	497.51865	1062.832	 	860.81744	1075.762	 
136	265.5	82.51415	 	1235.7327	120.767296	 	380.11398	145.52574	 	770.60614	160.37755	 	495.1378	183.96457	 	1019.75085	221.43399	 	421.17538	351.31717	 	1091.3064	373.11935	 	892.14874	396.11984	 	110.7637	405.774	 	1234.5358	560.7738	 	51.928093	563.38965	 	621.30896	700.4588	 	1437.4518	817.2108	 	789.93866	967.9573	 	497.55243	1062.8109	 	860.91406	1075.7266	 
137	265.60214	82.86342	 	1235.2981	120.78706	 	380.23407	145.50749	 	771.0081	160.54878	 	494.94574	184.19768	 	1019.6644	221.48322	 	421.13397	351.02454	 	1091.2358	373.16556	 	892.36475	395.88525	 	111.00848	405.88644	 	1234.2367	560.72485	 	52.052288	563.5686	 	621.26776	700.39886	 	1437.4512	817.3049	 	790.10455	968.0817	 	497.74344	1062.7921	 	861.148	1075.788	 
138	265.68484	82.64929	 	1235.1804	120.62658	 	380.25546	145.38321	 	770.9	160.74167	 	494.9414	184.2539	 	1019.6595	221.40033	 	421.33835	350.86465	 	1091.0724	373.35522	 	892.3807	395.79218	 	110.74315	405.55136	 	1233.7761	560.6472	 	52.126263	563.78284	 	620.93494	700.4331	 	1437.407	817.0	 	789.9302	968.2057	 	497.5	1062.9191	 	861.1694	1075.8064	 
139	265.82553	82.71077	 	1235.5032	120.82602	 	380.29706	145.43358	 	770.7898	160.78163	 	494.9743	184.02174	 	1019.5897	221.27077	 	421.46628	350.76593	 	1091.1877	373.28406	 	892.44977	395.5502	 	110.967354	405.70963	 	1234.0952	560.6012	 	52.166668	563.5967	 	620.96643	700.40674	 	1437.4518	817.2108	 	790.0283	968.35284	 	497.5146	1062.9417	 	860.83856	1075.7126	 
140	265.67108	82.66627	 	1235.2335	121.086205	 	380.13406	145.5616	 	770.7273	160.83058	 	494.8745	184.36487	 	1019.76013	221.02026	 	421.43283	351.26492	 	1091.0704	373.46066	 	892.6504	395.7439	 	110.88047	405.8266	 	1234.0123	560.7284	 	51.968647	563.5891	 	620.85474	700.3868	 	1437.4375	817.5	 	790.0376	968.3158	 	497.65186	1062.9926	 	860.7727	1076.0042	 
141	265.75653	82.69477	 	1235.7413	121.11755	 	379.79214	145.52621	 	770.7438	160.51653	 	494.97244	184.03543	 	1019.79193	220.86577	 	421.36194	351.2724	 	1091.2434	373.5625	 	893.03064	395.8551	 	110.95118	406.02863	 	1234.1235	560.49115	 	52.018394	563.3796	 	620.44275	700.58014	 	1437.1915	817.4787	 	790.06604	968.4094	 	497.99628	1062.918	 	860.7913	1075.7284	 
142	265.7676	82.80516	 	1235.7087	121.03583	 	379.65274	145.47455	 	770.9066	160.71162	 	494.9685	184.24016	 	1020.04517	220.96153	 	421.75098	351.10233	 	1091.0508	373.4246	 	893.2407	396.05145	 	111.31787	406.17697	 	1234.0331	560.58435	 	51.80897	563.6262	 	620.65234	701.0	 	1437.2312	817.5	 	790.2338	968.61786	 	498.12363	1062.8506	 	861.02	1075.684	 
143	265.72876	83.22642	 	1235.8699	120.73197	 	379.90216	145.52899	 	770.8992	160.72633	 	494.97058	184.04118	 	1020.00995	220.85762	 	421.47787	350.40036	 	1091.3706	373.25082	 	893.0242	395.9153	 	111.34561	405.80878	 	1233.8829	560.5912	 	52.0473	563.7095	 	620.8664	700.5534	 	1437.4382	817.59875	 	790.374	968.8244	 	498.0821	1062.6829	 	861.1977	1075.4457	 
144	265.89813	83.403984	 	1235.9551	120.84056	 	380.34116	145.25812	 	770.7099	160.86626	 	494.96826	184.12698	 	1019.71594	220.86212	 	421.4699	350.5827	 	1091.4967	373.3623	 	893.187	396.126	 	111.62982	405.49298	 	1233.8982	560.5539	 	51.85932	563.6695	 	620.53394	700.49243	 	1437.5128	817.5	 	790.4272	968.9253	 	498.14337	1062.7831	 	861.1142	1075.6339	 
145	265.82175	83.40972	 	1235.8875	121.2625	 	380.37592	145.37956	 	770.6748	161.13008	 	494.9922	184.29297	 	1019.7718	220.93959	 	421.52985	350.6045	 	1091.3026	373.66776	 	893.30914	396.53735	 	111.31338	405.86267	 	1233.9303	560.85913	 	51.75	563.9408	 	620.5575	700.59576	 	1437.4878	818.1707	 	790.6323	968.9436	 	498.11853	1062.5963	 	860.9252	1075.7126	 
146	265.43442	83.06206	 	1235.9375	121.11562	 	380.36957	145.08696	 	770.5996	161.09337	 	495.1894	184.42046	 	1019.9073	220.8212	 	421.2185	350.67038	 	1091.1448	373.57565	 	893.5164	396.14343	 	111.322296	406.06445	 	1234.1168	560.93115	 	51.34175	563.9276	 	620.3427	700.47003	 	1437.4518	817.7892	 	790.2433	969.07855	 	497.75372	1062.2649	 	860.8016	1075.7142	 
147	265.4159	83.46028	 	1235.9424	121.2757	 	380.19928	145.05072	 	770.5785	161.05785	 	495.59302	184.28682	 	1020.11743	220.99329	 	421.13297	350.81085	 	1091.1433	373.82	 	893.7199	396.40457	 	111.19444	406.15973	 	1234.1627	561.10895	 	51.540134	564.2291	 	620.49615	700.60345	 	1437.3942	817.9	 	790.2547	969.06604	 	497.88745	1062.4188	 	860.63116	1075.8934	 
148	265.6755	83.19515	 	1236.039	121.11682	 	379.94766	144.80325	 	770.57947	161.06067	 	495.39883	184.2004	 	1019.9686	220.91585	 	421.38434	351.37314	 	1091.2435	373.89935	 	893.33057	396.22726	 	111.26057	406.28168	 	1234.0397	561.0854	 	51.51993	564.1545	 	620.89764	700.9764	 	1437.3942	817.9	 	790.2121	968.86365	 	498.13568	1062.3439	 	860.89667	1076.0372	 
149	265.67233	83.37755	 	1236.3602	121.15958	 	379.80338	145.44008	 	770.5498	161.08922	 	495.3919	184.40347	 	1020.4281	220.8185	 	421.50372	351.25372	 	1091.1558	374.04755	 	893.4042	396.29584	 	111.30496	406.42554	 	1233.9985	561.21735	 	51.56376	563.7349	 	621.1731	700.70386	 	1437.4286	817.8571	 	790.0171	968.9753	 	498.13058	1062.2687	 	860.95	1076.0583	 
150	265.65115	84.06977	 	1236.3715	121.449844	 	379.42	145.43454	 	770.3051	161.01271	 	494.99225	184.33333	 	1020.50665	221.03	 	421.26028	351.294	 	1090.9419	374.0249	 	893.48303	396.40677	 	111.416664	406.42014	 	1234.0312	561.3094	 	51.57309	564.3505	 	621.0703	700.7776	 	1437.2954	817.8182	 	789.92206	968.9943	 	497.88663	1062.3737	 	860.3319	1076.0546	 
151	265.74423	83.912445	 	1236.4028	121.48433	 	379.69702	145.53346	 	770.16943	161.08678	 	494.91733	184.0	 	1020.0967	220.87	 	421.297	350.9436	 	1090.9371	373.91058	 	893.313	396.05692	 	111.83218	406.38235	 	1234.259	560.9066	 	51.448277	563.7931	 	621.1844	700.7205	 	1437.1666	817.9194	 	789.83954	968.9291	 	497.93655	1062.3396	 	860.3644	1076.161	 
152	265.95496	83.60854	 	1236.1207	121.51881	 	379.75	145.16924	 	769.98773	161.06967	 	495.4535	184.14342	 	1020.03	220.85333	 	421.59738	351.34268	 	1090.9786	373.77542	 	893.3178	396.1599	 	111.85069	406.56946	 	1234.7153	560.5944	 	51.638985	563.6288	 	621.42395	700.4848	 	1437.2753	818.01685	 	789.8759	969.1015	 	497.92752	1062.329	 	860.6062	1076.2965	 
153	265.73953	83.69535	 	1235.9841	121.26266	 	379.80267	144.82184	 	769.69916	161.48373	 	495.1279	184.05038	 	1019.9932	220.36487	 	421.55948	351.4182	 	1090.9053	373.84885	 	893.01416	396.13562	 	111.60653	406.38315	 	1234.239	560.44025	 	51.365772	563.453	 	621.2917	700.4167	 	1436.9951	817.79126	 	789.7639	969.1506	 	497.56274	1062.0055	 	860.4545	1076.3727	 
154	265.76978	83.77907	 	1236.6305	121.145966	 	379.44006	144.9045	 	769.746	161.53629	 	495.76483	184.03755	 	1020.15424	220.4322	 	421.53745	351.42508	 	1091.2179	373.60577	 	892.751	396.0219	 	111.60526	406.4614	 	1235.0685	560.2376	 	51.087837	563.4459	 	621.30304	700.48486	 	1437.1595	818.0	 	789.842	968.99817	 	497.38058	1061.9777	 	860.3051	1076.2457	 
155	265.97235	83.75115	 	1236.672	120.8121	 	379.49252	144.78464	 	769.7984	161.3871	 	495.92188	183.98047	 	1020.56	220.24	 	421.96387	351.57983	 	1090.9768	373.7285	 	892.78	395.82	 	111.721054	406.56668	 	1235.0774	560.2946	 	51.08644	563.5983	 	621.50385	700.58075	 	1437.1666	818.0806	 	789.9173	969.0639	 	497.5709	1061.8433	 	860.57965	1076.208	 
156	265.65863	83.93678	 	1236.6206	120.63968	 	379.3545	145.01866	 	769.7439	161.11789	 	495.74603	183.93651	 	1020.3638	220.35715	 	421.5301	351.42856	 	1091.2892	373.81628	 	892.588	395.76	 	111.34805	406.35513	 	1235.0015	560.17566	 	50.89726	563.39386	 	621.5506	699.9397	 	1437.0773	818.23193	 	789.6353	968.9549	 	497.84833	1061.852	 	860.54956	1075.9628	 
157	265.77945	84.167435	 	1236.4594	120.75313	 	379.24265	145.42279	 	769.9032	161.06854	 	495.6211	184.0664	 	1020.6338	220.87459	 	421.297	351.30826	 	1091.5195	373.58795	 	892.7245	396.2755	 	111.63589	406.51395	 	1234.854	560.30743	 	51.081635	563.64966	 	621.8439	699.98224	 	1437.4059	818.2529	 	789.48126	969.02435	 	497.85056	1061.9059	 	860.95	1076.0583	 
158	265.53662	84.21625	 	1236.3585	120.72956	 	378.9888	145.29105	 	769.7008	160.88115	 	495.36642	183.729	 	1020.4252	220.81973	 	421.13846	350.92307	 	1091.2799	373.3382	 	892.70734	396.1626	 	111.60035	406.4481	 	1235.1171	560.6076	 	50.971382	563.69867	 	621.28845	699.81537	 	1437.2444	818.3	 	788.96765	968.9981	 	497.23584	1061.9641	 	860.1748	1075.9227	 
159	265.41843	84.28088	 	1236.6945	120.59876	 	379.34015	145.0725	 	769.75	160.81148	 	495.46524	183.66602	 	1020.41614	220.8255	 	420.85178	351.01382	 	1091.7451	373.48065	 	892.56555	396.5082	 	112.01943	406.40106	 	1235.7684	560.26697	 	51.270832	564.09375	 	621.4231	699.5846	 	1437.4634	818.29266	 	788.99054	969.07733	 	497.21536	1062.0505	 	860.4016	1075.9016	 
160	265.1387	84.437065	 	1236.6135	120.96372	 	379.27655	145.38644	 	769.7439	160.78455	 	495.3301	183.59267	 	1020.6144	220.98366	 	420.9449	351.07874	 	1091.3779	373.6122	 	892.3703	396.659	 	111.81944	406.52084	 	1235.875	560.5793	 	51.11986	564.202	 	621.31396	699.8372	 	1437.4259	818.5864	 	788.9129	969.11743	 	496.97192	1062.3539	 	860.4407	1076.0933	 
161	265.3493	84.559364	 	1236.5219	120.91875	 	379.3327	145.43309	 	769.81146	160.56148	 	495.4031	183.86821	 	1020.51996	221.05814	 	420.89844	351.1914	 	1091.6577	373.99213	 	892.3577	396.6046	 	111.77562	406.36218	 	1235.6697	560.7	 	51.050175	564.3616	 	621.14844	699.83594	 	1437.4412	818.0412	 	788.5222	969.13336	 	497.03558	1062.264	 	860.43164	1076.1923	 
162	265.54205	84.72897	 	1236.6365	120.94127	 	379.18497	145.70879	 	769.60486	160.68146	 	495.44254	184.37357	 	1020.90607	221.5302	 	420.7782	351.6203	 	1091.2592	373.57022	 	892.6526	396.8775	 	111.83101	406.8554	 	1235.5182	561.2	 	51.27397	564.5959	 	621.1378	699.9488	 	1437.3942	818.9	 	788.35767	969.2079	 	497.013	1062.5149	 	860.5991	1076.428	 
163	265.61423	84.79837	 	1236.3679	120.73585	 	379.25186	145.69629	 	769.60657	160.85246	 	495.40115	184.39354	 	1020.8684	221.45395	 	420.3321	351.37686	 	1091.0377	373.5754	 	892.27594	397.06845	 	111.62014	406.6272	 	1235.5636	561.1	 	50.986393	564.56464	 	621.01984	699.4008	 	1437.2667	818.4778	 	788.5338	968.8195	 	497.22015	1062.3881	 	860.6754	1076.2894	 
164	265.85944	85.18894	 	1236.174	120.78882	 	379.2612	145.81343	 	769.6951	160.97562	 	495.58463	184.54616	 	1021.07477	221.31395	 	419.90857	351.42218	 	1091.4036	373.7958	 	892.16113	397.5909	 	112.13958	406.73322	 	1236.0483	561.1334	 	51.572918	564.48956	 	621.41437	699.83466	 	1437.4878	818.8293	 	788.76117	968.86566	 	497.62314	1062.5074	 	860.7411	1076.4733	 
165	266.00116	85.34919	 	1236.1355	121.00467	 	379.1015	146.28195	 	769.4289	160.99373	 	495.3504	184.8189	 	1021.36	221.26	 	419.8411	351.1589	 	1091.3323	373.49014	 	891.7984	397.6129	 	111.92466	407.1541	 	1235.6357	561.41974	 	51.114864	564.6486	 	621.5356	699.7846	 	1437.4518	819.2108	 	788.7538	968.9015	 	497.67044	1062.7803	 	860.5714	1076.3928	 
166	266.18286	84.84722	 	1236.1246	121.20461	 	378.8243	146.02896	 	769.49585	160.93333	 	495.05554	184.40805	 	1021.2033	221.04333	 	420.12878	351.34848	 	1091.4773	373.30905	 	891.62195	397.15854	 	112.13668	407.16782	 	1236.1656	561.00446	 	51.269493	564.5576	 	621.8373	699.4843	 	1437.5	819.35	 	788.7397	968.93823	 	497.46323	1062.489	 	860.43964	1076.2413	 
167	266.1484	85.23972	 	1235.8021	121.25389	 	379.13672	146.294	 	769.48334	160.95416	 	494.93024	184.32945	 	1021.4167	221.12666	 	419.90927	351.38416	 	1091.323	373.65408	 	891.5204	397.37756	 	111.81597	407.47223	 	1236.3138	561.1126	 	51.24832	564.5369	 	622.10535	699.5651	 	1437.539	819.56494	 	788.93774	968.9528	 	497.25647	1062.7952	 	860.7232	1076.3125	 
168	265.70834	84.96991	 	1235.8668	121.47492	 	378.70386	145.82692	 	769.6734	160.47984	 	494.9008	184.13492	 	1021.1388	221.0117	 	420.00394	350.9882	 	1091.5427	373.4013	 	891.2551	397.23468	 	112.12284	407.2924	 	1236.3895	561.01843	 	50.964405	564.3678	 	622.1654	699.48846	 	1437.6082	819.32434	 	788.6391	968.5602	 	497.5295	1062.3488	 	860.73895	1076.1991	 
169	265.72275	84.76914	 	1235.4757	121.6	 	379.17163	146.16418	 	769.6498	160.23685	 	494.94666	184.08498	 	1021.3113	220.96358	 	419.85205	350.49252	 	1091.7019	373.43484	 	891.23224	397.0021	 	112.270035	407.1655	 	1236.4435	561.0476	 	51.067116	564.3188	 	622.1965	699.38324	 	1437.7	819.1857	 	788.5634	968.3694	 	497.0147	1062.4854	 	860.9035	1076.228	 
170	265.546	84.796555	 	1235.6472	122.07976	 	379.4145	146.27324	 	769.3264	160.52893	 	494.96875	184.1836	 	1021.4223	221.16554	 	419.9084	350.3855	 	1091.6871	373.2226	 	891.0633	397.06735	 	112.36014	407.33917	 	1236.4341	561.35925	 	50.84564	564.45636	 	621.8373	698.90393	 	1437.5922	819.1842	 	788.32465	968.14923	 	496.75476	1062.7472	 	861.1423	1076.0366	 
171	265.4611	84.625854	 	1235.7902	122.02778	 	379.32397	145.92697	 	769.1008	160.3871	 	494.87848	184.16933	 	1021.1589	221.14214	 	419.89923	350.15115	 	1091.7333	372.67252	 	891.23773	396.9631	 	112.31295	407.01437	 	1236.5737	561.21094	 	50.731293	564.2891	 	621.9506	698.7174	 	1437.5253	818.7532	 	788.6711	967.8156	 	496.70224	1062.5449	 	861.18854	1075.9508	 
172	265.42825	84.64815	 	1235.9984	122.31734	 	379.2844	145.81227	 	768.928	160.66049	 	494.91153	184.50385	 	1021.62335	221.09666	 	419.63434	350.38434	 	1091.7618	372.90063	 	891.11786	397.05692	 	112.348595	407.1831	 	1236.2767	560.9554	 	50.75	564.43835	 	621.89044	698.93823	 	1437.7285	819.25714	 	788.77545	968.4283	 	496.78625	1062.5111	 	861.188	1075.82	 
173	265.4611	84.51602	 	1235.7493	122.247665	 	379.2037	146.19629	 	769.10333	160.63637	 	494.72223	184.64177	 	1021.8266	221.03535	 	419.45132	350.54868	 	1091.5897	372.83975	 	890.8729	397.07788	 	112.17021	407.13477	 	1236.4086	560.8994	 	50.743244	564.44934	 	621.8504	698.99603	 	1437.7898	819.2971	 	788.557	968.1502	 	496.78088	1062.4475	 	861.02	1075.684	 
174	265.36374	84.45612	 	1235.9431	122.21693	 	379.33026	146.23431	 	769.11414	160.77802	 	494.70703	184.46875	 	1021.79395	221.01689	 	419.45926	350.48148	 	1091.5226	372.85483	 	891.2119	397.07202	 	112.07193	407.31403	 	1236.5	560.7236	 	50.742424	564.30133	 	621.96277	698.89606	 	1437.8235	819.2353	 	788.73395	968.01697	 	496.75186	1062.3407	 	860.8492	1075.6984	 
175	265.2477	84.504585	 	1235.7153	121.97385	 	379.34616	146.36081	 	769.1543	161.08847	 	495.14453	184.50781	 	1021.7107	221.0117	 	419.28067	350.56693	 	1091.9373	373.3328	 	891.12195	397.08942	 	111.6993	407.55945	 	1236.7169	560.8765	 	50.88796	564.17224	 	622.0769	698.7231	 	1437.8433	819.3209	 	788.8684	968.1955	 	496.76337	1062.7328	 	860.668	1075.732	 
176	265.56714	84.24074	 	1235.5	121.75994	 	379.14337	146.48897	 	768.69183	160.89592	 	495.26062	184.58109	 	1021.75665	220.92	 	419.3158	350.57895	 	1091.871	373.1742	 	890.8976	396.9056	 	111.42391	407.56522	 	1236.5697	560.94244	 	50.69398	564.413	 	622.2077	698.5846	 	1437.881	819.5	 	788.72095	967.9195	 	496.6815	1062.4222	 	860.6774	1075.7178	 
177	265.48846	84.49769	 	1235.6807	122.018074	 	379.10886	146.51845	 	768.59546	161.05602	 	495.34375	184.67969	 	1021.6616	220.87038	 	419.3137	350.6787	 	1091.7654	373.52588	 	891.14636	397.1179	 	111.3638	407.8835	 	1237.1445	560.90173	 	50.5101	564.4327	 	622.1565	698.8244	 	1437.875	819.6094	 	788.73395	968.00946	 	496.72473	1062.5712	 	860.5738	1075.8524	 
178	265.59344	84.54205	 	1235.7208	121.93252	 	379.1963	146.35556	 	768.4789	161.02742	 	495.13705	184.60425	 	1021.72296	220.96622	 	419.14124	350.85114	 	1091.7026	373.48007	 	891.09753	397.0691	 	111.38028	408.10916	 	1236.9626	560.7657	 	50.035355	564.2677	 	622.1328	698.6758	 	1437.803	820.0	 	788.3561	968.0947	 	496.58426	1062.4487	 	860.63007	1075.8334	 
179	265.98373	84.4093	 	1235.7246	121.721535	 	379.60742	146.48889	 	768.9575	160.84413	 	495.22656	184.73438	 	1021.95636	220.91275	 	419.24905	350.74716	 	1091.9259	373.97318	 	891.24896	396.9568	 	111.428825	407.46796	 	1236.8695	560.46185	 	49.910168	564.2085	 	622.08685	698.88995	 	1437.6111	819.81946	 	788.53815	967.9313	 	496.9963	1062.2037	 	860.7913	1075.7284	 
180	265.77792	84.397865	 	1235.6902	121.80675	 	379.79587	146.55243	 	769.06274	161.15991	 	495.27908	184.81783	 	1022.4231	221.09866	 	419.1466	350.72556	 	1091.8456	373.84564	 	890.8484	397.2254	 	111.439285	407.425	 	1236.6024	560.5	 	49.714523	564.23596	 	622.3115	699.03845	 	1437.803	820.0	 	788.72266	967.89246	 	496.99814	1062.4663	 	860.78455	1075.8496	 
181	265.51855	84.462875	 	1235.592	121.54601	 	380.22284	146.4176	 	769.05286	161.09349	 	495.25485	184.7607	 	1022.0351	220.95485	 	419.06982	350.51132	 	1092.1699	373.6618	 	890.76227	396.9754	 	111.644875	407.3127	 	1236.7338	560.1834	 	49.956375	563.58057	 	622.462	699.25287	 	1437.8284	819.8731	 	788.6723	967.8783	 	497.0166	1062.5221	 	860.34424	1075.7787	 
182	265.58878	84.91122	 	1235.4939	121.55538	 	380.39514	146.39513	 	769.09503	160.95868	 	495.14453	184.875	 	1022.0199	220.90067	 	419.2218	350.6504	 	1092.2032	373.75806	 	891.1996	397.19135	 	111.941284	407.27225	 	1236.7411	560.1637	 	50.057823	563.80615	 	622.4459	699.49225	 	1437.7	820.1857	 	788.7189	968.0321	 	497.1642	1062.751	 	860.41736	1075.7727	 
183	265.61887	84.77972	 	1235.3643	121.43827	 	380.594	146.17293	 	769.1667	160.88818	 	495.28296	184.6124	 	1022.0537	220.63087	 	419.43985	350.5113	 	1091.9375	373.5066	 	891.1898	397.20203	 	112.24021	407.09787	 	1236.4521	560.1347	 	49.809277	563.6065	 	622.4163	699.3479	 	1437.5667	819.7	 	788.6617	967.8835	 	496.92752	1062.4406	 	860.34424	1075.7787	 
184	265.58664	84.774	 	1235.7253	121.24074	 	381.17538	146.23134	 	769.3252	160.6504	 	495.59448	184.62993	 	1021.947	220.62914	 	419.7803	350.6591	 	1092.4557	373.95255	 	891.2572	397.03085	 	112.19176	407.2491	 	1236.5851	560.2143	 	49.932434	563.88513	 	622.2846	699.4154	 	1437.4518	819.7892	 	788.82465	967.88434	 	497.02594	1062.263	 	860.2016	1075.8226	 
185	265.669	84.68545	 	1235.7906	121.16563	 	381.18518	146.2111	 	769.5823	160.91563	 	495.5873	184.88889	 	1021.93286	220.78523	 	419.76617	350.71292	 	1092.606	373.84106	 	890.6903	396.9575	 	112.40176	407.67896	 	1236.7013	560.45044	 	49.865448	564.3738	 	622.2472	699.4245	 	1437.4518	819.7892	 	789.0534	968.03815	 	497.0129	1062.5148	 	860.18854	1075.795	 
186	265.723	84.678406	 	1235.6908	120.91538	 	381.17285	145.67473	 	769.61523	160.86626	 	495.70078	184.72441	 	1022.0387	220.08249	 	419.82693	350.43848	 	1092.9161	373.58386	 	890.79034	396.9516	 	112.15724	407.26324	 	1237.0454	560.1334	 	50.217243	564.15173	 	622.2461	699.15234	 	1437.4259	819.5864	 	788.9045	967.3352	 	497.16052	1062.1494	 	860.0726	1075.7661	 
187	265.7171	85.100464	 	1235.3442	121.18224	 	380.80652	146.04024	 	769.562	161.28099	 	495.7988	184.89044	 	1022.2833	220.21666	 	419.87686	350.62686	 	1092.9489	373.98184	 	891.0574	397.10657	 	112.14893	407.6773	 	1236.8353	560.2147	 	50.486576	564.32886	 	622.38464	699.7308	 	1437.3942	820.1	 	788.89703	967.7584	 	497.406	1062.0452	 	860.4672	1075.7869	 
188	265.4627	84.947556	 	1235.0648	120.75926	 	380.17657	145.70447	 	769.53784	161.06723	 	495.7988	184.89044	 	1022.0619	220.14883	 	420.02808	350.77716	 	1093.266	374.02884	 	890.7582	397.209	 	111.79682	407.52475	 	1236.4971	560.1179	 	50.040817	564.2959	 	622.2346	699.4077	 	1437.3942	819.9	 	788.8835	967.4323	 	497.49634	1061.9598	 	860.5333	1075.85	 
189	265.95496	85.3545	 	1235.1832	121.2236	 	380.4299	146.18266	 	769.17755	161.48776	 	495.98236	185.1	 	1021.9271	220.48344	 	420.08334	350.70456	 	1093.3279	374.05194	 	891.1307	397.63693	 	111.83451	407.65494	 	1236.497	560.3174	 	50.02901	564.4795	 	622.3084	699.4004	 	1437.407	820.0	 	788.8346	967.7444	 	497.40073	1062.3529	 	860.5417	1075.95	 
190	265.64056	85.13595	 	1234.9557	121.45886	 	380.2712	146.41513	 	768.88556	161.53214	 	495.78687	185.05777	 	1021.7525	220.30399	 	420.04825	350.97104	 	1093.3893	374.19382	 	890.32916	397.26666	 	111.854385	407.60175	 	1236.3716	560.3073	 	50.08194	564.32275	 	622.2795	699.46576	 	1437.407	820.0	 	788.7311	967.7841	 	497.41208	1062.533	 	860.50836	1075.9917	 
191	265.72223	85.05787	 	1234.9114	121.5981	 	380.44006	146.3427	 	769.0894	161.29268	 	495.81873	184.88248	 	1021.6242	220.64378	 	420.2023	350.8855	 	1093.2157	374.0229	 	890.3395	397.0967	 	111.77305	407.64893	 	1236.4431	560.0988	 	49.778522	564.0403	 	622.1139	699.2374	 	1437.4878	819.96344	 	788.6856	967.48486	 	497.41574	1062.3645	 	860.5492	1075.8032	 
192	266.0747	85.42184	 	1234.7596	122.33013	 	380.5074	146.68819	 	769.2388	161.54082	 	495.808	185.088	 	1021.69257	220.88176	 	420.39352	351.3365	 	1093.3376	374.34415	 	890.66595	397.5	 	111.93449	407.70346	 	1236.375	560.2827	 	49.701344	564.4698	 	622.28705	699.4163	 	1437.6805	820.4028	 	789.01117	967.66046	 	497.0093	1062.4926	 	860.48346	1075.872	 
