Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8	X9	Y9	Flag9	X10	Y10	Flag10	X11	Y11	Flag11	X12	Y12	Flag12	X13	Y13	Flag13	X14	Y14	Flag14	X15	Y15	Flag15	X16	Y16	Flag16	X17	Y17	Flag17
Tracks 1 to 17
63	265.63196	84.37037	 	1233.7332	119.7546	 	379.27777	144.77408	 	770.93494	158.97968	 	494.89148	182.41473	 	1019.78186	221.9094	 	421.65848	350.6019	 	1091.1644	370.42807	 	891.88306	396.7742	 	109.67422	402.4129	 	1232.6794	560.34937	 	52.741158	565.24274	 	618.42	702.10364	 	1437.03	816.86	 	788.9697	968.1894	 	499.41882	1065.4115	 	861.0338	1075.4548	 
64	265.77634	84.6007	 	1233.7532	119.525	 	379.40707	145.09851	 	770.9268	159.23984	 	494.679	182.59727	 	1019.9276	222.28452	 	421.83725	350.8843	 	1091.3152	371.03134	 	892.1667	396.875	 	109.79474	402.56317	 	1232.5613	560.6903	 	52.64013	565.0478	 	618.4559	702.2941	 	1437.1105	817.1737	 	789.5038	968.8068	 	499.78998	1065.5409	 	861.2273	1075.3182	 
65	265.41415	84.73666	 	1233.4498	119.51567	 	379.1791	145.25746	 	770.716	159.552	 	494.69766	182.61627	 	1019.5797	222.23755	 	421.8672	350.9297	 	1090.9329	371.19464	 	891.8024	396.95566	 	109.63523	402.86655	 	1232.4702	560.4536	 	52.525238	565.3896	 	618.427	702.4161	 	1437.07	817.3	 	789.173	968.73193	 	499.3175	1065.303	 	861.0191	1075.477	 
66	265.66968	84.959274	 	1233.6455	119.48762	 	379.45865	144.88345	 	770.6934	159.7716	 	494.63385	182.66142	 	1019.62915	222.35762	 	421.85385	351.39615	 	1091.1908	371.17435	 	892.03467	396.88776	 	109.93056	403.2118	 	1232.4508	560.57214	 	52.790222	565.55994	 	618.5449	702.1517	 	1437.2717	817.51086	 	789.23505	968.41046	 	499.3893	1065.3635	 	861.1142	1075.6339	 
67	265.4182	84.892525	 	1233.5721	119.52821	 	379.72815	144.71674	 	770.53705	159.8498	 	494.86508	182.94444	 	1019.57263	222.24257	 	421.80267	351.2931	 	1091.005	371.0724	 	891.88934	396.61887	 	109.45155	403.282	 	1232.617	560.57794	 	52.689274	565.765	 	618.35034	701.7409	 	1437.3942	817.9	 	788.8726	968.2795	 	499.50372	1065.1617	 	860.9252	1075.7126	 
68	265.32086	84.39796	 	1233.5281	119.225	 	379.50745	144.63011	 	770.2737	159.33951	 	494.80038	182.94269	 	1019.59937	222.25497	 	421.44736	351.0451	 	1090.7743	370.9047	 	891.7358	396.56503	 	109.333336	403.10638	 	1232.4124	560.1104	 	52.178345	565.53503	 	618.205	701.5216	 	1437.2205	817.69354	 	788.76416	968.23584	 	499.27612	1065.1007	 	860.7519	1075.5153	 
69	265.70276	84.025345	 	1233.2828	119.33486	 	379.51086	145.42754	 	770.5363	159.6371	 	494.9567	183.0315	 	1019.596	222.1192	 	421.42044	351.00378	 	1091.3334	370.85947	 	892.1074	396.6901	 	109.818184	403.2762	 	1232.1299	560.026	 	51.964516	565.5258	 	618.3321	701.35767	 	1437.25	817.56525	 	788.6111	968.07855	 	499.4631	1064.9095	 	860.5902	1075.4022	 
70	265.84338	83.67866	 	1233.2429	119.16457	 	379.58334	145.5471	 	770.7705	159.70901	 	494.9375	183.02344	 	1019.7264	221.83446	 	421.07794	350.8384	 	1091.3889	370.5606	 	891.9327	396.40204	 	109.65331	402.49304	 	1232.6858	559.77246	 	51.896824	565.0587	 	618.46027	701.2184	 	1437.289	817.1556	 	788.7023	967.84735	 	499.57462	1064.4664	 	860.3955	1075.2313	 
71	265.71262	83.600464	 	1233.3575	118.73839	 	379.80188	145.3566	 	770.33545	159.22151	 	494.95914	182.78015	 	1019.69867	221.92087	 	420.9403	350.68283	 	1091.1284	370.2196	 	891.96967	396.06274	 	109.49657	402.26974	 	1232.4025	559.2893	 	51.88941	564.92993	 	618.44794	701.0688	 	1437.2283	817.15216	 	788.1667	968.0824	 	499.68045	1064.673	 	860.35187	1075.1963	 
72	265.77585	83.60115	 	1233.2222	119.080246	 	380.11194	145.24254	 	770.5625	159.14583	 	494.8101	182.78294	 	1019.55066	221.98311	 	421.0451	350.98236	 	1090.9631	370.5839	 	891.9467	396.37296	 	109.26071	402.59644	 	1232.0287	559.2803	 	51.635483	565.3742	 	618.7059	701.12134	 	1437.2205	817.30646	 	788.13116	968.03235	 	499.56717	1064.459	 	860.5902	1075.3496	 
73	265.75	83.899086	 	1233.2288	119.30126	 	380.08423	144.83333	 	770.4583	159.425	 	494.71402	182.65175	 	1019.1633	221.71213	 	420.8422	350.69012	 	1090.8959	370.19965	 	891.8827	396.26132	 	109.368324	402.92703	 	1232.2301	559.48096	 	51.509556	565.33124	 	618.6715	701.21533	 	1437.1489	817.1489	 	788.145	968.0649	 	499.37134	1064.2867	 	860.729	1075.3778	 
74	265.96136	83.61475	 	1233.5408	119.42163	 	380.21637	145.0709	 	770.5569	159.37398	 	494.73923	182.69608	 	1019.0657	221.79967	 	420.53775	350.8736	 	1090.9866	370.41946	 	891.5576	396.21194	 	109.35866	403.08304	 	1232.2086	559.19324	 	51.712902	565.4452	 	618.5519	700.8111	 	1437.1489	817.1489	 	788.5687	968.0534	 	499.30298	1064.3513	 	860.5968	1075.6371	 
75	265.8086	83.82947	 	1233.5503	119.86478	 	379.81482	145.48518	 	770.31555	159.78279	 	494.91733	182.99606	 	1019.04913	222.0322	 	420.65472	351.09622	 	1090.8391	370.5969	 	891.5894	396.0447	 	109.412895	403.22125	 	1231.8596	559.5032	 	51.558064	565.44836	 	618.4782	701.16907	 	1437.1489	817.1489	 	788.8498	968.3099	 	499.4336	1064.334	 	860.4603	1075.6508	 
76	265.75986	83.93156	 	1233.7963	119.53086	 	380.22864	145.42564	 	770.2714	159.70409	 	494.97058	183.09608	 	1019.25665	222.18333	 	421.08078	351.20386	 	1090.831	370.6204	 	891.65704	396.31818	 	109.76298	403.36505	 	1232.3234	559.61676	 	51.516613	565.2807	 	618.5922	700.6661	 	1437.2312	817.5	 	788.51514	968.13257	 	499.5821	1064.2015	 	860.876	1075.668	 
77	265.86942	84.45529	 	1233.8073	119.6536	 	380.35074	145.45895	 	770.4918	159.88115	 	494.94666	183.20355	 	1019.30133	222.49007	 	421.15414	351.3496	 	1090.3848	370.8017	 	891.80084	396.44308	 	109.74042	403.5871	 	1232.2462	560.0015	 	51.493465	565.4314	 	618.84814	700.9481	 	1437.2778	817.86664	 	788.91986	968.35114	 	499.55927	1064.463	 	860.8492	1075.6984	 
78	265.64285	84.757614	 	1233.8472	119.43949	 	380.53677	145.59926	 	770.2049	159.55328	 	494.80588	183.00981	 	1019.3233	222.29666	 	421.0862	350.99808	 	1090.2379	370.56897	 	891.43524	396.05872	 	109.64483	403.81723	 	1231.9481	559.9695	 	51.363926	565.5759	 	618.5474	700.781	 	1437.2312	817.5	 	788.26117	968.3694	 	499.32224	1064.4741	 	860.98834	1075.5698	 
79	265.80588	84.47882	 	1233.9303	119.586685	 	380.97745	145.43985	 	770.0484	159.5242	 	494.86188	183.37938	 	1019.4309	222.4375	 	421.18967	350.89462	 	1090.5231	370.3317	 	891.72675	395.94534	 	109.916084	404.0979	 	1232.2882	559.9735	 	51.205883	565.34314	 	618.6802	700.32355	 	1437.4286	817.8571	 	788.5821	968.4627	 	499.46295	1064.2963	 	861.15356	1075.6182	 
80	265.75	84.55093	 	1233.7933	119.6735	 	381.19852	145.70589	 	770.2449	159.5535	 	494.8463	183.34825	 	1019.5949	222.92033	 	420.93024	351.2248	 	1090.1879	370.69128	 	891.9677	396.125	 	110.27352	404.10974	 	1232.1018	560.321	 	51.06688	565.83124	 	618.5659	700.7674	 	1437.4286	817.8571	 	788.73285	968.855	 	499.29337	1064.5295	 	861.18854	1075.9508	 
81	265.70657	84.60564	 	1233.8556	119.60476	 	381.08975	145.41942	 	770.33466	159.7742	 	494.83725	183.31961	 	1019.8146	222.84106	 	420.85968	350.9901	 	1090.4435	370.66943	 	891.92	395.944	 	110.26325	404.08658	 	1232.3359	560.25543	 	50.88387	565.6581	 	618.6691	700.56616	 	1437.3837	817.81396	 	788.45435	968.7623	 	499.1815	1064.3556	 	860.9454	1076.0463	 
82	265.91898	84.46065	 	1234.0142	119.65142	 	381.22162	145.39743	 	770.0661	159.92561	 	494.70786	183.4804	 	1019.7	222.88333	 	421.10754	351.27734	 	1090.45	370.84	 	892.01416	396.2166	 	110.16781	404.4452	 	1232.2332	560.65753	 	50.92444	565.6672	 	619.2143	700.64655	 	1437.407	818.0	 	788.4655	969.0824	 	499.04816	1064.7593	 	860.98694	1076.2478	 
83	265.65668	84.04147	 	1233.8812	119.5375	 	381.03357	145.30971	 	770.30426	160.04042	 	494.16406	183.46094	 	1019.5731	222.31395	 	421.0969	350.95737	 	1090.106	371.0232	 	891.45966	395.96774	 	110.282455	404.0228	 	1232.2216	560.4399	 	50.77097	565.4	 	619.22894	700.6135	 	1437.2778	817.86664	 	788.1973	969.0939	 	499.12637	1064.5293	 	861.00836	1075.9	 
84	265.93478	83.88444	 	1233.8839	119.664085	 	381.0301	145.2782	 	770.31274	160.18936	 	494.64117	183.28432	 	1019.6755	222.76822	 	421.27396	351.0134	 	1090.4181	371.35245	 	891.6951	396.1748	 	110.5	403.68338	 	1232.4877	560.73926	 	50.78479	565.42883	 	619.3389	700.5524	 	1437.2446	817.59576	 	788.1212	969.0303	 	499.3	1064.3851	 	861.18854	1075.9508	 
85	266.15286	83.860916	 	1233.854	119.59938	 	380.65808	145.54044	 	770.44977	160.01883	 	494.4498	183.42664	 	1019.6797	222.96101	 	421.29623	351.4585	 	1090.2057	371.60703	 	891.4796	396.149	 	110.5785	403.5478	 	1232.2887	560.7555	 	50.995296	565.4624	 	619.3647	700.5639	 	1437.2053	817.6158	 	787.9577	969.03845	 	499.26016	1064.6365	 	861.37823	1076.1782	 
86	266.17355	83.63793	 	1233.8481	119.379745	 	380.55243	145.56367	 	770.3449	159.77756	 	494.44467	182.99802	 	1019.68665	222.72667	 	421.24524	351.20343	 	1090.2441	371.53705	 	891.998	396.0743	 	110.678085	403.46234	 	1232.2753	560.5728	 	50.86677	565.11755	 	619.32526	700.53345	 	1437.1421	818.0684	 	788.08777	968.9695	 	499.08517	1064.1888	 	861.4407	1076.1526	 
87	266.09216	83.81336	 	1233.8834	119.46805	 	380.25278	145.62915	 	770.0391	159.99794	 	494.6235	182.91434	 	1019.5872	223.02684	 	421.088	351.42508	 	1090.4136	371.77243	 	891.8539	396.27777	 	110.807434	403.49326	 	1231.9731	560.3833	 	50.804073	565.011	 	619.5074	700.8063	 	1437.0294	817.82355	 	787.92804	968.9659	 	499.04648	1064.2026	 	861.3522	1076.2217	 
88	266.13388	83.49771	 	1233.8546	119.28914	 	380.06345	145.28731	 	770.02264	159.77983	 	494.8373	182.96031	 	1019.46356	222.42715	 	421.1591	351.29544	 	1090.2559	371.60703	 	892.0927	396.03226	 	110.80537	403.39932	 	1231.9873	560.31647	 	50.88095	564.78253	 	619.8647	700.3158	 	1436.9762	817.7381	 	787.92804	968.9659	 	499.0303	1063.947	 	860.9828	1076.2069	 
89	266.14465	83.40661	 	1233.9075	119.302505	 	380.354	145.14963	 	770.1204	159.61429	 	495.12402	182.64342	 	1019.41693	222.49004	 	421.57196	351.35605	 	1090.5433	371.58	 	892.1667	395.91974	 	110.74232	403.4488	 	1232.0944	560.239	 	50.914013	564.65924	 	620.04016	700.37225	 	1437.0248	817.4802	 	788.5151	968.81696	 	499.29776	1063.8671	 	861.04785	1076.2565	 
90	265.7877	83.11717	 	1233.7113	119.27918	 	380.19852	145.05515	 	769.83606	159.3421	 	495.1181	182.48032	 	1019.4076	222.467	 	421.3209	351.41418	 	1090.6779	371.51007	 	891.8695	395.63654	 	110.232635	403.77084	 	1231.8605	560.058	 	50.761005	564.56604	 	619.9023	700.4774	 	1437.0392	817.5686	 	788.1255	968.64233	 	499.33643	1063.8011	 	861.1518	1076.3661	 
91	265.80396	82.85963	 	1233.8605	118.907524	 	380.3897	145.0	 	769.7612	159.53265	 	495.17856	182.32936	 	1019.5594	222.66832	 	421.1466	351.29324	 	1090.7443	371.19968	 	891.9032	395.65726	 	110.23333	403.7491	 	1232.0286	559.9534	 	50.784374	564.39685	 	620.1259	700.4148	 	1437.1526	817.2368	 	788.22076	968.22076	 	499.03845	1063.2986	 	860.86285	1076.2611	 
92	265.64978	83.2788	 	1234.0416	119.34615	 	380.25546	145.29927	 	769.86993	159.50406	 	495.68677	182.65564	 	1019.25757	222.90068	 	421.25092	351.27322	 	1090.7517	371.42053	 	891.5323	395.98386	 	110.16207	403.7	 	1231.6373	559.8227	 	50.69436	564.453	 	620.4405	700.38104	 	1437.2205	817.30646	 	788.6756	968.7252	 	499.14468	1063.5549	 	861.2207	1076.3739	 
93	265.70697	83.19768	 	1233.9222	119.16032	 	379.83334	145.35228	 	770.1225	159.35141	 	495.72568	182.69844	 	1019.1433	223.00667	 	421.09024	350.797	 	1090.5759	371.60892	 	891.32446	396.0347	 	109.68771	403.50342	 	1231.6174	559.5476	 	50.596153	564.3814	 	620.5448	700.4739	 	1437.0758	817.3788	 	788.7243	968.58746	 	499.05148	1063.489	 	860.8717	1076.323	 
94	265.86658	83.261024	 	1234.2837	119.42163	 	380.2276	145.45895	 	769.90814	159.39388	 	496.00394	182.7559	 	1019.31604	223.04181	 	421.36893	351.103	 	1090.5953	371.8421	 	891.3148	396.01852	 	109.712326	403.5274	 	1232.2021	559.663	 	50.519356	564.3226	 	620.6985	700.48126	 	1437.0714	817.1531	 	788.7252	968.7214	 	499.08975	1063.5769	 	860.8036	1076.4733	 
95	265.8202	83.21926	 	1234.0797	119.97239	 	380.04306	145.33147	 	769.88116	159.78688	 	495.8961	182.79411	 	1019.1921	223.20529	 	421.71213	351.3447	 	1090.5356	371.97897	 	891.31555	395.97952	 	109.738754	403.53806	 	1232.3943	560.1891	 	50.295597	564.4214	 	620.60486	700.72095	 	1437.04	817.41	 	788.6923	968.74615	 	499.1716	1063.762	 	861.3889	1076.4537	 
96	265.98956	83.81786	 	1234.1718	120.190186	 	380.14944	145.5	 	769.9262	159.71721	 	496.04	183.084	 	1018.9735	223.39073	 	421.51505	351.4887	 	1090.4509	372.10458	 	891.3612	396.04694	 	109.70209	403.58014	 	1232.6145	560.49384	 	50.528755	564.41693	 	621.1629	700.48126	 	1437.0544	817.5	 	788.7943	968.8283	 	498.9515	1063.832	 	861.4352	1076.6296	 
97	266.3578	84.19037	 	1234.6211	120.496895	 	380.43307	145.55948	 	770.0779	159.97131	 	496.16797	183.58203	 	1018.97	223.58333	 	421.70676	351.68045	 	1090.5322	371.98065	 	891.2737	396.30658	 	109.80137	404.36642	 	1232.7314	560.679	 	50.634186	564.4744	 	620.874	700.82825	 	1436.9951	817.79126	 	788.9361	968.9474	 	498.95352	1063.9944	 	861.257	1076.5747	 
98	266.09027	84.016205	 	1234.323	120.67081	 	380.25	145.67279	 	770.0143	160.15306	 	496.26285	183.66997	 	1018.8861	223.62541	 	421.82184	351.30844	 	1090.5099	371.82236	 	891.17883	396.05692	 	109.79758	404.5969	 	1232.8043	561.0683	 	50.33544	564.4367	 	621.1856	700.875	 	1436.9667	817.90955	 	789.4094	968.80566	 	498.5369	1063.9723	 	861.3411	1076.5935	 
99	266.1659	83.58696	 	1234.4392	120.56991	 	380.40036	145.34871	 	770.24274	160.04356	 	496.32947	183.54651	 	1019.00165	223.73256	 	422.09387	350.89462	 	1090.921	371.9671	 	891.1761	396.11133	 	109.829865	404.4236	 	1232.9277	561.08734	 	50.550957	564.35986	 	621.07416	700.557	 	1436.8585	817.90564	 	789.0805	968.5824	 	498.53384	1063.8458	 	861.3091	1076.3455	 
100	266.1345	83.7023	 	1234.3777	120.72884	 	379.9907	145.47398	 	769.77014	160.1129	 	496.0219	183.12152	 	1018.8366	223.70132	 	422.1245	351.2203	 	1090.9106	372.04636	 	891.004	396.08066	 	109.74055	404.54123	 	1232.4712	561.024	 	50.60625	564.5719	 	620.9563	700.6977	 	1436.7314	817.9815	 	789.1288	968.6023	 	498.42938	1063.4777	 	861.0357	1076.4197	 
101	265.9919	83.79561	 	1234.3038	120.572784	 	380.33765	145.13469	 	769.79553	159.98582	 	496.1508	182.96825	 	1018.9211	223.58223	 	422.0654	350.92307	 	1091.1515	371.97556	 	890.8633	395.9612	 	109.64685	404.46503	 	1232.6125	560.78125	 	50.640575	564.34985	 	620.818	700.1437	 	1436.9762	817.7381	 	788.9811	968.38257	 	498.26404	1062.9045	 	861.0263	1076.3422	 
102	266.00696	84.125	 	1234.2816	120.50317	 	380.3592	145.26535	 	769.7661	159.8508	 	496.41827	182.80739	 	1018.6667	223.17	 	422.1045	350.78357	 	1090.6458	371.77484	 	890.75	396.13113	 	109.78421	404.57367	 	1232.9203	560.99695	 	50.543888	564.431	 	620.5639	700.1805	 	1436.9857	817.4619	 	788.8397	968.14124	 	498.01852	1063.2296	 	861.3091	1076.3455	 
103	266.00354	83.45529	 	1234.2429	120.49059	 	380.36496	145.18613	 	769.65985	159.81557	 	495.8828	182.76562	 	1018.69867	223.06903	 	421.65152	350.3447	 	1090.6617	371.70132	 	890.54065	396.0366	 	109.57071	404.37204	 	1232.6177	560.98914	 	50.717392	564.1242	 	620.1717	699.8245	 	1436.9951	817.20874	 	788.6894	967.875	 	498.05432	1062.927	 	860.9474	1076.2808	 
104	266.00702	83.32009	 	1234.4319	120.23684	 	380.40036	145.48155	 	769.752	159.59756	 	495.79922	182.77165	 	1018.79706	223.37459	 	421.85907	350.41507	 	1091.0874	371.98184	 	890.4163	395.66318	 	109.71918	404.38013	 	1232.8712	561.2178	 	50.68495	564.0235	 	620.29535	699.83594	 	1437.0339	817.6456	 	788.9812	968.3684	 	498.0762	1062.9387	 	860.9474	1076.2808	 
105	265.77753	83.33486	 	1234.3975	120.60256	 	380.29562	145.29927	 	769.85803	159.56584	 	495.83984	182.53516	 	1018.70465	223.17987	 	421.64233	350.309	 	1090.8676	371.94702	 	890.0484	395.40726	 	109.60333	404.25	 	1232.646	561.43335	 	50.677017	564.07764	 	620.3593	699.6711	 	1436.9762	817.7381	 	788.8815	968.95184	 	497.7546	1062.9022	 	860.9474	1076.2808	 
106	265.5207	83.12759	 	1234.522	120.49686	 	380.37778	145.1037	 	770.10486	159.33467	 	495.9922	182.8086	 	1018.7959	222.89796	 	421.84616	350.37692	 	1091.1034	371.92667	 	890.32916	395.15833	 	109.54152	403.9083	 	1233.0061	561.36584	 	50.81348	563.7351	 	620.39435	699.583	 	1436.9951	817.20874	 	788.8421	968.7406	 	497.5772	1063.0073	 	861.31665	1076.0583	 
107	265.5348	83.2355	 	1234.3522	120.78931	 	380.19852	145.22426	 	769.8735	159.4719	 	495.78458	182.87549	 	1018.85785	223.0117	 	421.52255	350.7406	 	1090.7026	372.07806	 	890.222	395.4502	 	109.31944	404.1736	 	1232.8542	561.5094	 	50.541138	563.9082	 	620.2538	699.9659	 	1436.7363	817.5	 	788.75	968.9142	 	497.9647	1063.3922	 	860.98694	1076.2478	 
108	265.25925	83.36574	 	1234.1285	120.53809	 	380.0639	145.31203	 	769.98376	159.16667	 	495.8566	182.4031	 	1018.6391	223.04967	 	421.25574	350.91602	 	1091.0302	372.23825	 	890.7082	395.749	 	109.34805	404.1714	 	1232.4689	561.2227	 	50.67981	563.541	 	620.2593	699.6	 	1436.6982	817.482	 	788.5451	968.797	 	498.13196	1063.474	 	860.94916	1076.1356	 
109	265.5557	83.14501	 	1234.6609	120.45268	 	380.11194	145.24254	 	770.1375	158.96666	 	496.10938	182.625	 	1018.651	223.19798	 	421.35986	350.85605	 	1091.1458	372.50995	 	890.625	395.75403	 	109.76207	404.17587	 	1232.7006	561.0539	 	50.88924	563.91455	 	620.2083	699.8788	 	1436.7363	817.5	 	788.78625	968.48474	 	498.36667	1063.5222	 	860.6161	1076.2411	 
110	265.55203	83.53846	 	1234.3392	120.586815	 	379.79926	145.26894	 	770.0789	159.34616	 	496.01752	182.88521	 	1018.6755	223.68211	 	421.1216	350.93243	 	1090.9949	372.6297	 	890.7892	395.84137	 	109.48976	404.16895	 	1232.6345	561.30426	 	51.094936	564.2753	 	620.31274	700.4551	 	1436.6727	817.4818	 	788.3359	968.7099	 	498.03506	1063.7804	 	860.75665	1076.2788	 
111	265.47018	83.54358	 	1234.1274	120.458595	 	379.38104	145.35873	 	769.8577	159.50813	 	495.9743	183.01384	 	1018.6349	223.54605	 	421.159	350.86017	 	1091.137	372.4868	 	890.71545	395.71545	 	109.66842	403.76315	 	1232.8009	561.3632	 	51.27097	564.3	 	619.9769	700.53845	 	1436.6072	817.5446	 	788.625	968.82574	 	498.17657	1063.6672	 	860.4545	1076.3727	 
112	265.90793	83.98485	 	1234.7548	120.61465	 	380.08737	145.42937	 	769.9091	159.73967	 	496.2578	183.17188	 	1018.81	223.7	 	421.43964	351.11508	 	1091.21	372.63	 	891.0492	395.87704	 	109.824234	404.25427	 	1232.9246	561.6046	 	51.699345	564.21893	 	620.17413	700.77344	 	1436.9762	817.7381	 	789.0836	968.5186	 	498.1767	1063.8384	 	860.5826	1076.5367	 
113	266.05228	83.66136	 	1234.6086	120.65016	 	379.8397	145.72137	 	769.9204	159.61836	 	495.95312	183.27734	 	1018.95514	223.8289	 	421.34503	351.39667	 	1091.2137	372.7256	 	891.51215	395.83603	 	110.2108	404.22473	 	1232.897	561.49695	 	51.79582	564.0209	 	619.76135	700.4697	 	1437.0392	817.5686	 	788.8783	968.1367	 	498.14075	1063.6444	 	860.7162	1076.4459	 
114	266.176	83.562935	 	1234.8817	120.5347	 	379.7587	145.92085	 	769.95526	159.9187	 	495.9685	183.23622	 	1018.839	223.9339	 	421.1391	351.4361	 	1091.6125	372.63245	 	891.5243	396.12347	 	110.11724	404.33792	 	1233.0061	561.48785	 	51.77124	564.2124	 	620.0687	700.5725	 	1436.9762	817.7381	 	788.92804	968.13635	 	498.3074	1063.4667	 	860.9474	1076.2808	 
115	265.99536	83.486115	 	1234.8077	120.44231	 	379.90756	145.80188	 	769.8644	160.2085	 	495.87308	183.65384	 	1018.7331	223.90878	 	421.10455	351.39734	 	1091.5	372.84668	 	891.56226	396.18878	 	110.260414	404.1111	 	1233.0946	561.56006	 	51.772434	564.25964	 	620.4205	700.45074	 	1437.03	817.86	 	788.8209	968.5261	 	498.12134	1063.5956	 	860.6983	1076.1638	 
116	265.80396	83.32367	 	1234.9434	120.50944	 	379.97348	146.18182	 	769.6012	160.04655	 	496.05038	183.6124	 	1018.96466	223.97812	 	421.1453	351.35284	 	1091.6471	372.99347	 	891.3771	396.09015	 	110.30212	404.08658	 	1233.282	561.48254	 	51.620914	564.3856	 	620.5303	700.38635	 	1436.9369	817.9175	 	788.75555	968.30743	 	497.95184	1063.4556	 	860.63007	1075.8334	 
117	265.93286	83.516205	 	1235.035	120.464966	 	379.75757	146.40152	 	769.9073	159.93146	 	496.12646	183.5	 	1018.85016	224.05219	 	421.05304	351.39774	 	1091.9166	373.14	 	891.2602	396.89432	 	110.40345	404.2414	 	1233.1171	561.7848	 	51.613564	564.5189	 	620.4361	700.5977	 	1436.9615	818.1731	 	788.8694	968.0821	 	497.85687	1063.8755	 	861.0935	1075.7439	 
118	265.85046	83.747665	 	1234.9349	120.468254	 	379.4304	146.29488	 	769.928	159.90329	 	495.97083	183.30156	 	1018.9815	223.97137	 	421.094	351.203	 	1091.9203	372.7644	 	891.2686	396.27686	 	110.41035	404.27585	 	1233.4094	561.83124	 	51.800972	564.24756	 	620.3806	700.403	 	1436.9667	817.90955	 	788.7397	967.9644	 	497.82956	1063.6932	 	861.125	1075.9417	 
119	266.27908	83.35814	 	1235.2142	120.61491	 	379.4326	146.09926	 	769.86035	159.7915	 	495.97058	183.20197	 	1018.91693	223.92712	 	421.0253	350.99417	 	1091.8147	372.96558	 	891.2737	396.30658	 	110.33793	404.20346	 	1233.6506	561.64154	 	52.09295	564.09296	 	620.4436	700.297	 	1437.0347	818.05444	 	788.9195	967.99066	 	497.53308	1063.0771	 	861.0417	1075.9417	 
120	266.14252	82.985985	 	1234.9841	120.38535	 	379.58856	145.69557	 	769.75104	159.84413	 	495.95312	183.16406	 	1018.9781	223.99158	 	421.0909	350.8409	 	1091.9518	373.1578	 	891.26154	396.52094	 	110.393105	404.41724	 	1233.608	561.4537	 	52.264153	564.34906	 	620.5865	700.3722	 	1437.0253	818.05554	 	788.6698	967.9	 	497.4888	1063.2649	 	860.98334	1075.9166	 
121	265.95746	82.534485	 	1234.9172	120.30255	 	379.95926	145.43333	 	769.9467	159.85655	 	495.72354	183.17844	 	1018.9832	223.9094	 	421.20944	350.7717	 	1091.5762	372.9172	 	891.2934	396.3967	 	110.444824	404.39655	 	1233.9042	561.1138	 	51.942677	563.8535	 	620.5453	700.07733	 	1436.9615	817.8269	 	788.56274	967.9465	 	497.42163	1063.0448	 	861.14703	1075.9202	 
122	265.99884	82.58431	 	1234.7258	120.44193	 	380.09558	145.52942	 	769.9857	159.9653	 	495.4313	183.3855	 	1018.85376	224.0034	 	421.294	350.92697	 	1091.5332	373.2143	 	891.21783	396.3257	 	110.79153	404.55423	 	1233.6573	561.0216	 	51.88558	563.84796	 	620.64813	700.2222	 	1437.0197	817.7353	 	788.4474	968.0038	 	497.36142	1063.0469	 	860.98694	1076.2478	 
123	266.11252	82.465195	 	1234.719	120.01111	 	379.60703	145.30074	 	769.71545	159.82521	 	494.94315	183.06863	 	1019.1488	223.73077	 	421.01672	350.6747	 	1091.3759	372.92484	 	891.23444	396.05188	 	110.61526	404.68982	 	1233.4281	560.9406	 	51.72222	563.773	 	620.5824	700.25653	 	1437.0758	817.6212	 	788.8019	967.72644	 	497.46323	1062.9302	 	860.775	1075.9917	 
124	266.45358	82.4304	 	1234.9828	120.18339	 	379.81955	145.38722	 	769.7245	159.71632	 	494.92578	182.99219	 	1019.6667	223.61667	 	421.19485	350.47794	 	1091.5927	372.8802	 	891.85626	396.03442	 	110.54407	405.2017	 	1233.8705	561.08435	 	51.97604	563.39777	 	620.7423	700.0577	 	1437.1392	817.35565	 	789.3461	967.21796	 	497.57062	1063.3179	 	860.996	1075.788	 
125	266.20413	82.43807	 	1235.2981	120.13782	 	379.83585	145.77925	 	769.5166	159.4087	 	495.01923	183.57307	 	1019.7393	223.38524	 	420.9963	350.53333	 	1091.2869	373.17212	 	891.7066	396.3471	 	110.62666	405.23666	 	1233.6411	561.11755	 	51.68671	563.31647	 	620.60077	700.42535	 	1437.0347	817.33167	 	789.7407	967.26666	 	497.39706	1063.4265	 	860.69165	1075.9833	 
126	266.40994	82.43303	 	1235.207	120.315285	 	380.05762	146.27695	 	769.71136	159.42276	 	495.06226	183.6434	 	1019.38	223.20667	 	421.03934	350.40637	 	1091.1133	372.93332	 	891.36725	396.1058	 	110.52041	405.2449	 	1233.9437	560.652	 	51.698112	563.01886	 	621.21216	700.3598	 	1437.0758	817.3788	 	789.51483	967.46295	 	496.99634	1063.3271	 	860.996	1075.788	 
127	266.41843	82.28322	 	1235.5446	120.41401	 	380.3242	146.26556	 	769.6811	159.64403	 	495.0059	183.9745	 	1019.24084	223.37044	 	421.18402	350.355	 	1091.5319	372.94904	 	891.61206	396.23444	 	110.74149	405.43198	 	1234.509	560.58154	 	51.840763	563.0382	 	621.55927	700.2778	 	1437.1123	817.40814	 	790.0576	967.4033	 	497.41544	1063.4485	 	861.0	1075.836	 
